#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
  94.70000000 1295.78359222    4.64753636    0.00559022   -0.00099549    1.22219792
  94.80000000 1296.24833387    4.64729669    0.00558994   -0.00099553    1.22220362
  94.90000000 1296.71305155    4.64705702    0.00558965   -0.00099557    1.22220932
  95.00000000 1297.17774527    4.64681734    0.00558936   -0.00099560    1.22221503
  95.10000000 1297.64241502    4.64657765    0.00558908   -0.00099564    1.22222073
  95.20000000 1298.10706079    4.64633794    0.00558879   -0.00099568    1.22222643
  95.30000000 1298.57168260    4.64609823    0.00558850   -0.00099571    1.22223213
  95.40000000 1299.03628043    4.64585850    0.00558821   -0.00099575    1.22223783
  95.50000000 1299.50085430    4.64561877    0.00558793   -0.00099579    1.22224354
  95.60000000 1299.96540418    4.64537902    0.00558764   -0.00099582    1.22224924
  95.70000000 1300.42993010    4.64513927    0.00558735   -0.00099586    1.22225494
  95.80000000 1300.89443203    4.64489950    0.00558707   -0.00099590    1.22226064
  95.90000000 1301.35890999    4.64465973    0.00558678   -0.00099593    1.22226634
  96.00000000 1301.82336397    4.64441994    0.00558649   -0.00099597    1.22227204
  96.10000000 1302.28779397    4.64418014    0.00558620   -0.00099601    1.22227774
  96.20000000 1302.75220000    4.64394034    0.00558592   -0.00099604    1.22228344
  96.30000000 1303.21658204    4.64370052    0.00558563   -0.00099608    1.22228914
  96.40000000 1303.68094010    4.64346069    0.00558534   -0.00099612    1.22229484
  96.50000000 1304.14527417    4.64322085    0.00558506   -0.00099615    1.22230054
  96.60000000 1304.60958426    4.64298100    0.00558477   -0.00099619    1.22230624
  96.70000000 1305.07387037    4.64274114    0.00558448   -0.00099623    1.22231194
  96.80000000 1305.53813249    4.64250127    0.00558419   -0.00099626    1.22231764
  96.90000000 1306.00237062    4.64226139    0.00558391   -0.00099630    1.22232334
  97.00000000 1306.46658476    4.64202150    0.00558362   -0.00099634    1.22232904
  97.10000000 1306.93077492    4.64178160    0.00558333   -0.00099637    1.22233474
  97.20000000 1307.39494108    4.64154169    0.00558304   -0.00099641    1.22234044
  97.30000000 1307.85908325    4.64130177    0.00558276   -0.00099645    1.22234614
  97.40000000 1308.32320143    4.64106184    0.00558247   -0.00099648    1.22235184
  97.50000000 1308.78729561    4.64082190    0.00558218   -0.00099652    1.22235754
  97.60000000 1309.25136580    4.64058194    0.00558189   -0.00099656    1.22236324
  97.70000000 1309.71541199    4.64034198    0.00558161   -0.00099659    1.22236894
  97.80000000 1310.17943419    4.64010201    0.00558132   -0.00099663    1.22237463
  97.90000000 1310.64343239    4.63986202    0.00558103   -0.00099667    1.22238033
  98.00000000 1311.10740659    4.63962203    0.00558075   -0.00099670    1.22238603
  98.10000000 1311.57135679    4.63938203    0.00558046   -0.00099674    1.22239173
  98.20000000 1312.03528299    4.63914201    0.00558017   -0.00099678    1.22239743
  98.30000000 1312.49918519    4.63890199    0.00557988   -0.00099681    1.22240312
  98.40000000 1312.96306339    4.63866195    0.00557960   -0.00099685    1.22240882
  98.50000000 1313.42691758    4.63842190    0.00557931   -0.00099689    1.22241452
  98.60000000 1313.89074776    4.63818185    0.00557902   -0.00099692    1.22242022
  98.70000000 1314.35455394    4.63794178    0.00557873   -0.00099696    1.22242591
  98.80000000 1314.81833611    4.63770170    0.00557845   -0.00099700    1.22243161
  98.90000000 1315.28209428    4.63746162    0.00557816   -0.00099703    1.22243731
  99.00000000 1315.74582843    4.63722152    0.00557787   -0.00099707    1.22244300
  99.10000000 1316.20953858    4.63698141    0.00557758   -0.00099711    1.22244870
  99.20000000 1316.67322471    4.63674129    0.00557730   -0.00099714    1.22245440
  99.30000000 1317.13688683    4.63650116    0.00557701   -0.00099718    1.22246009
  99.40000000 1317.60052494    4.63626102    0.00557672   -0.00099722    1.22246579
  99.50000000 1318.06413903    4.63602087    0.00557643   -0.00099725    1.22247148
  99.60000000 1318.52772911    4.63578071    0.00557614   -0.00099729    1.22247718
  99.70000000 1318.99129517    4.63554054    0.00557586   -0.00099733    1.22248288
  99.80000000 1319.45483721    4.63530036    0.00557557   -0.00099736    1.22248857
  99.90000000 1319.91835524    4.63506017    0.00557528   -0.00099740    1.22249427
 100.00000000 1320.38184924    4.63481997    0.00557499   -0.00099744    1.22249996
 100.10000000 1320.84531923    4.63457976    0.00557471   -0.00099747    1.22250566
 100.20000000 1321.30876519    4.63433953    0.00557442   -0.00099751    1.22251135
 100.30000000 1321.77218713    4.63409930    0.00557413   -0.00099755    1.22251705
 100.40000000 1322.23558504    4.63385906    0.00557384   -0.00099758    1.22252274
 100.50000000 1322.69895894    4.63361881    0.00557356   -0.00099762    1.22252843
 100.60000000 1323.16230880    4.63337854    0.00557327   -0.00099766    1.22253413
 100.70000000 1323.62563464    4.63313827    0.00557298   -0.00099769    1.22253982
 100.80000000 1324.08893645    4.63289798    0.00557269   -0.00099773    1.22254552
 100.90000000 1324.55221423    4.63265769    0.00557240   -0.00099777    1.22255121
 101.00000000 1325.01546798    4.63241738    0.00557212   -0.00099781    1.22255690
 101.10000000 1325.47869771    4.63217707    0.00557183   -0.00099784    1.22256260
 101.20000000 1325.94190339    4.63193674    0.00557154   -0.00099788    1.22256829
 101.30000000 1326.40508505    4.63169640    0.00557125   -0.00099792    1.22257399
 101.40000000 1326.86824267    4.63145606    0.00557096   -0.00099795    1.22257968
 101.50000000 1327.33137625    4.63121570    0.00557068   -0.00099799    1.22258537
 101.60000000 1327.79448580    4.63097533    0.00557039   -0.00099803    1.22259106
 101.70000000 1328.25757132    4.63073495    0.00557010   -0.00099806    1.22259676
 101.80000000 1328.72063279    4.63049457    0.00556981   -0.00099810    1.22260245
 101.90000000 1329.18367023    4.63025417    0.00556953   -0.00099814    1.22260814
 102.00000000 1329.64668362    4.63001376    0.00556924   -0.00099817    1.22261383
 102.10000000 1330.10967297    4.62977334    0.00556895   -0.00099821    1.22261953
 102.20000000 1330.57263828    4.62953291    0.00556866   -0.00099825    1.22262522
 102.30000000 1331.03557955    4.62929247    0.00556837   -0.00099828    1.22263091
 102.40000000 1331.49849677    4.62905202    0.00556809   -0.00099832    1.22263660
 102.50000000 1331.96138995    4.62881156    0.00556780   -0.00099836    1.22264229
 102.60000000 1332.42425908    4.62857109    0.00556751   -0.00099839    1.22264798
 102.70000000 1332.88710416    4.62833060    0.00556722   -0.00099843    1.22265368
 102.80000000 1333.34992519    4.62809011    0.00556693   -0.00099847    1.22265937
 102.90000000 1333.81272218    4.62784961    0.00556665   -0.00099850    1.22266506
 103.00000000 1334.27549511    4.62760910    0.00556636   -0.00099854    1.22267075
 103.10000000 1334.73824399    4.62736857    0.00556607   -0.00099858    1.22267644
 103.20000000 1335.20096882    4.62712804    0.00556578   -0.00099861    1.22268213
 103.30000000 1335.66366960    4.62688750    0.00556549   -0.00099865    1.22268782
 103.40000000 1336.12634632    4.62664694    0.00556520   -0.00099869    1.22269351
 103.50000000 1336.58899898    4.62640638    0.00556492   -0.00099872    1.22269920
 103.60000000 1337.05162759    4.62616580    0.00556463   -0.00099876    1.22270489
 103.70000000 1337.51423214    4.62592522    0.00556434   -0.00099880    1.22271058
 103.80000000 1337.97681262    4.62568462    0.00556405   -0.00099883    1.22271627
 103.90000000 1338.43936905    4.62544402    0.00556376   -0.00099887    1.22272196
 104.00000000 1338.90190142    4.62520340    0.00556348   -0.00099891    1.22272765
 104.10000000 1339.36440973    4.62496277    0.00556319   -0.00099894    1.22273334
 104.20000000 1339.82689397    4.62472214    0.00556290   -0.00099898    1.22273903
 104.30000000 1340.28935415    4.62448149    0.00556261   -0.00099902    1.22274472
 104.40000000 1340.75179027    4.62424083    0.00556232   -0.00099905    1.22275040
 104.50000000 1341.21420231    4.62400016    0.00556203   -0.00099909    1.22275609
 104.60000000 1341.67659029    4.62375948    0.00556175   -0.00099913    1.22276178
 104.70000000 1342.13895420    4.62351879    0.00556146   -0.00099916    1.22276747
 104.80000000 1342.60129405    4.62327809    0.00556117   -0.00099920    1.22277316
 104.90000000 1343.06360982    4.62303738    0.00556088   -0.00099924    1.22277885
 105.00000000 1343.52590152    4.62279666    0.00556059   -0.00099927    1.22278453
 105.10000000 1343.98816915    4.62255593    0.00556030   -0.00099931    1.22279022
 105.20000000 1344.45041270    4.62231519    0.00556002   -0.00099935    1.22279591
 105.30000000 1344.91263218    4.62207444    0.00555973   -0.00099938    1.22280160
 105.40000000 1345.37482758    4.62183368    0.00555944   -0.00099942    1.22280728
 105.50000000 1345.83699891    4.62159291    0.00555915   -0.00099946    1.22281297
 105.60000000 1346.29914616    4.62135213    0.00555886   -0.00099949    1.22281866
 105.70000000 1346.76126933    4.62111133    0.00555857   -0.00099953    1.22282435
 105.80000000 1347.22336842    4.62087053    0.00555829   -0.00099957    1.22283003
 105.90000000 1347.68544343    4.62062972    0.00555800   -0.00099960    1.22283572
 106.00000000 1348.14749436    4.62038889    0.00555771   -0.00099964    1.22284140
 106.10000000 1348.60952120    4.62014806    0.00555742   -0.00099968    1.22284709
 106.20000000 1349.07152396    4.61990721    0.00555713   -0.00099971    1.22285278
 106.30000000 1349.53350264    4.61966636    0.00555684   -0.00099975    1.22285846
 106.40000000 1349.99545723    4.61942549    0.00555656   -0.00099979    1.22286415
 106.50000000 1350.45738773    4.61918462    0.00555627   -0.00099982    1.22286983
 106.60000000 1350.91929415    4.61894373    0.00555598   -0.00099986    1.22287552
 106.70000000 1351.38117647    4.61870283    0.00555569   -0.00099990    1.22288121
 106.80000000 1351.84303471    4.61846193    0.00555540   -0.00099993    1.22288689
 106.90000000 1352.30486885    4.61822101    0.00555511   -0.00099997    1.22289258
 107.00000000 1352.76667891    4.61798008    0.00555482   -0.00100001    1.22289826
 107.10000000 1353.22846486    4.61773914    0.00555454   -0.00100004    1.22290395
 107.20000000 1353.69022673    4.61749820    0.00555425   -0.00100008    1.22290963
 107.30000000 1354.15196450    4.61725724    0.00555396   -0.00100012    1.22291532
 107.40000000 1354.61367817    4.61701627    0.00555367   -0.00100015    1.22292100
 107.50000000 1355.07536775    4.61677529    0.00555338   -0.00100019    1.22292668
 107.60000000 1355.53703322    4.61653430    0.00555309   -0.00100023    1.22293237
 107.70000000 1355.99867460    4.61629330    0.00555280   -0.00100026    1.22293805
 107.80000000 1356.46029188    4.61605229    0.00555251   -0.00100030    1.22294374
 107.90000000 1356.92188505    4.61581127    0.00555223   -0.00100034    1.22294942
 108.00000000 1357.38345413    4.61557024    0.00555194   -0.00100037    1.22295510
 108.10000000 1357.84499910    4.61532920    0.00555165   -0.00100041    1.22296079
 108.20000000 1358.30651996    4.61508814    0.00555136   -0.00100045    1.22296647
 108.30000000 1358.76801672    4.61484708    0.00555107   -0.00100048    1.22297215
 108.40000000 1359.22948937    4.61460601    0.00555078   -0.00100052    1.22297784
 108.50000000 1359.69093792    4.61436493    0.00555049   -0.00100056    1.22298352
 108.60000000 1360.15236235    4.61412383    0.00555021   -0.00100059    1.22298920
 108.70000000 1360.61376268    4.61388273    0.00554992   -0.00100063    1.22299488
 108.80000000 1361.07513889    4.61364161    0.00554963   -0.00100067    1.22300057
 108.90000000 1361.53649100    4.61340049    0.00554934   -0.00100070    1.22300625
 109.00000000 1361.99781899    4.61315935    0.00554905   -0.00100074    1.22301193
 109.10000000 1362.45912286    4.61291821    0.00554876   -0.00100078    1.22301761
 109.20000000 1362.92040262    4.61267705    0.00554847   -0.00100081    1.22302329
 109.30000000 1363.38165827    4.61243589    0.00554818   -0.00100085    1.22302897
 109.40000000 1363.84288980    4.61219471    0.00554789   -0.00100089    1.22303466
 109.50000000 1364.30409721    4.61195352    0.00554761   -0.00100092    1.22304034
 109.60000000 1364.76528049    4.61171233    0.00554732   -0.00100096    1.22304602
 109.70000000 1365.22643966    4.61147112    0.00554703   -0.00100100    1.22305170
 109.80000000 1365.68757471    4.61122990    0.00554674   -0.00100103    1.22305738
 109.90000000 1366.14868563    4.61098867    0.00554645   -0.00100107    1.22306306
 110.00000000 1366.60977243    4.61074744    0.00554616   -0.00100111    1.22306874
 110.10000000 1367.07083512    4.61050619    0.00554587   -0.00100114    1.22307442
 110.20000000 1367.53187367    4.61026493    0.00554558   -0.00100118    1.22308010
 110.30000000 1367.99288809    4.61002366    0.00554529   -0.00100122    1.22308578
 110.40000000 1368.45387839    4.60978238    0.00554500   -0.00100125    1.22309146
 110.50000000 1368.91484457    4.60954109    0.00554472   -0.00100129    1.22309714
 110.60000000 1369.37578661    4.60929979    0.00554443   -0.00100133    1.22310282
 110.70000000 1369.83670452    4.60905848    0.00554414   -0.00100136    1.22310850
 110.80000000 1370.29759830    4.60881715    0.00554385   -0.00100140    1.22311418
 110.90000000 1370.75846794    4.60857582    0.00554356   -0.00100144    1.22311986
 111.00000000 1371.21931346    4.60833448    0.00554327   -0.00100147    1.22312554
 111.10000000 1371.68013483    4.60809313    0.00554298   -0.00100151    1.22313122
 111.20000000 1372.14093208    4.60785176    0.00554269   -0.00100155    1.22313690
 111.30000000 1372.60170518    4.60761039    0.00554240   -0.00100158    1.22314258
 111.40000000 1373.06245415    4.60736901    0.00554211   -0.00100162    1.22314825
 111.50000000 1373.52317898    4.60712761    0.00554182   -0.00100166    1.22315393
 111.60000000 1373.98387967    4.60688621    0.00554154   -0.00100169    1.22315961
 111.70000000 1374.44455622    4.60664479    0.00554125   -0.00100173    1.22316529
 111.80000000 1374.90520862    4.60640337    0.00554096   -0.00100177    1.22317097
 111.90000000 1375.36583689    4.60616193    0.00554067   -0.00100180    1.22317664
 112.00000000 1375.82644100    4.60592049    0.00554038   -0.00100184    1.22318232
 112.10000000 1376.28702098    4.60567903    0.00554009   -0.00100188    1.22318800
 112.20000000 1376.74757681    4.60543757    0.00553980   -0.00100191    1.22319368
 112.30000000 1377.20810849    4.60519609    0.00553951   -0.00100195    1.22319935
 112.40000000 1377.66861602    4.60495460    0.00553922   -0.00100199    1.22320503
 112.50000000 1378.12909940    4.60471310    0.00553893   -0.00100202    1.22321071
 112.60000000 1378.58955863    4.60447160    0.00553864   -0.00100206    1.22321638
 112.70000000 1379.04999372    4.60423008    0.00553835   -0.00100210    1.22322206
 112.80000000 1379.51040464    4.60398855    0.00553806   -0.00100213    1.22322774
 112.90000000 1379.97079142    4.60374701    0.00553778   -0.00100217    1.22323341
 113.00000000 1380.43115404    4.60350546    0.00553749   -0.00100221    1.22323909
 113.10000000 1380.89149251    4.60326390    0.00553720   -0.00100224    1.22324477
 113.20000000 1381.35180682    4.60302233    0.00553691   -0.00100228    1.22325044
 113.30000000 1381.81209697    4.60278075    0.00553662   -0.00100232    1.22325612
 113.40000000 1382.27236296    4.60253916    0.00553633   -0.00100235    1.22326179
 113.50000000 1382.73260479    4.60229756    0.00553604   -0.00100239    1.22326747
 113.60000000 1383.19282247    4.60205595    0.00553575   -0.00100243    1.22327314
 113.70000000 1383.65301598    4.60181432    0.00553546   -0.00100246    1.22327882
 113.80000000 1384.11318533    4.60157269    0.00553517   -0.00100250    1.22328449
 113.90000000 1384.57333051    4.60133105    0.00553488   -0.00100254    1.22329017
 114.00000000 1385.03345153    4.60108940    0.00553459   -0.00100257    1.22329584
 114.10000000 1385.49354839    4.60084773    0.00553430   -0.00100261    1.22330152
 114.20000000 1385.95362107    4.60060606    0.00553401   -0.00100265    1.22330719
 114.30000000 1386.41366959    4.60036437    0.00553372   -0.00100268    1.22331287
 114.40000000 1386.87369394    4.60012268    0.00553343   -0.00100272    1.22331854
 114.50000000 1387.33369412    4.59988097    0.00553314   -0.00100276    1.22332421
 114.60000000 1387.79367013    4.59963926    0.00553286   -0.00100279    1.22332989
 114.70000000 1388.25362197    4.59939753    0.00553257   -0.00100283    1.22333556
 114.80000000 1388.71354963    4.59915580    0.00553228   -0.00100287    1.22334123
 114.90000000 1389.17345312    4.59891405    0.00553199   -0.00100290    1.22334691
 115.00000000 1389.63333244    4.59867230    0.00553170   -0.00100294    1.22335258
 115.10000000 1390.09318758    4.59843053    0.00553141   -0.00100298    1.22335825
 115.20000000 1390.55301854    4.59818875    0.00553112   -0.00100301    1.22336393
 115.30000000 1391.01282532    4.59794696    0.00553083   -0.00100305    1.22336960
 115.40000000 1391.47260793    4.59770517    0.00553054   -0.00100309    1.22337527
 115.50000000 1391.93236635    4.59746336    0.00553025   -0.00100312    1.22338094
 115.60000000 1392.39210059    4.59722154    0.00552996   -0.00100316    1.22338662
 115.70000000 1392.85181065    4.59697971    0.00552967   -0.00100320    1.22339229
 115.80000000 1393.31149653    4.59673787    0.00552938   -0.00100323    1.22339796
 115.90000000 1393.77115822    4.59649602    0.00552909   -0.00100327    1.22340363
 116.00000000 1394.23079573    4.59625416    0.00552880   -0.00100331    1.22340930
 116.10000000 1394.69040905    4.59601229    0.00552851   -0.00100334    1.22341497
 116.20000000 1395.14999818    4.59577041    0.00552822   -0.00100338    1.22342065
 116.30000000 1395.60956313    4.59552852    0.00552793   -0.00100342    1.22342632
 116.40000000 1396.06910388    4.59528661    0.00552764   -0.00100345    1.22343199
 116.50000000 1396.52862044    4.59504470    0.00552735   -0.00100349    1.22343766
 116.60000000 1396.98811281    4.59480278    0.00552706   -0.00100353    1.22344333
 116.70000000 1397.44758099    4.59456085    0.00552677   -0.00100356    1.22344900
 116.80000000 1397.90702498    4.59431890    0.00552648   -0.00100360    1.22345467
 116.90000000 1398.36644477    4.59407695    0.00552619   -0.00100364    1.22346034
 117.00000000 1398.82584036    4.59383499    0.00552590   -0.00100367    1.22346601
 117.10000000 1399.28521176    4.59359301    0.00552561   -0.00100371    1.22347168
 117.20000000 1399.74455896    4.59335103    0.00552532   -0.00100375    1.22347735
 117.30000000 1400.20388196    4.59310903    0.00552503   -0.00100378    1.22348302
 117.40000000 1400.66318076    4.59286703    0.00552474   -0.00100382    1.22348869
 117.50000000 1401.12245536    4.59262501    0.00552445   -0.00100386    1.22349436
 117.60000000 1401.58170576    4.59238299    0.00552416   -0.00100389    1.22350003
 117.70000000 1402.04093196    4.59214095    0.00552387   -0.00100393    1.22350570
 117.80000000 1402.50013395    4.59189890    0.00552358   -0.00100397    1.22351137
 117.90000000 1402.95931173    4.59165685    0.00552329   -0.00100400    1.22351704
 118.00000000 1403.41846531    4.59141478    0.00552300   -0.00100404    1.22352270
 118.10000000 1403.87759468    4.59117270    0.00552271   -0.00100408    1.22352837
 118.20000000 1404.33669985    4.59093061    0.00552242   -0.00100411    1.22353404
 118.30000000 1404.79578080    4.59068851    0.00552213   -0.00100415    1.22353971
 118.40000000 1405.25483754    4.59044641    0.00552184   -0.00100419    1.22354538
 118.50000000 1405.71387008    4.59020429    0.00552155   -0.00100422    1.22355105
 118.60000000 1406.17287840    4.58996216    0.00552126   -0.00100426    1.22355671
 118.70000000 1406.63186250    4.58972002    0.00552097   -0.00100430    1.22356238
 118.80000000 1407.09082239    4.58947787    0.00552068   -0.00100433    1.22356805
 118.90000000 1407.54975807    4.58923571    0.00552039   -0.00100437    1.22357372
 119.00000000 1408.00866953    4.58899354    0.00552010   -0.00100441    1.22357938
 119.10000000 1408.46755677    4.58875135    0.00551981   -0.00100444    1.22358505
 119.20000000 1408.92641980    4.58850916    0.00551952   -0.00100448    1.22359072
 119.30000000 1409.38525860    4.58826696    0.00551923   -0.00100452    1.22359638
 119.40000000 1409.84407318    4.58802475    0.00551894   -0.00100455    1.22360205
 119.50000000 1410.30286355    4.58778253    0.00551865   -0.00100459    1.22360772
 119.60000000 1410.76162968    4.58754029    0.00551836   -0.00100463    1.22361338
 119.70000000 1411.22037160    4.58729805    0.00551807   -0.00100466    1.22361905
 119.80000000 1411.67908929    4.58705580    0.00551778   -0.00100470    1.22362471
 119.90000000 1412.13778275    4.58681353    0.00551749   -0.00100474    1.22363038
 120.00000000 1412.59645199    4.58657126    0.00551720   -0.00100477    1.22363605
 120.10000000 1413.05509700    4.58632897    0.00551691   -0.00100481    1.22364171
 120.20000000 1413.51371778    4.58608668    0.00551662   -0.00100484    1.22364738
 120.30000000 1413.97231433    4.58584437    0.00551633   -0.00100488    1.22365304
 120.40000000 1414.43088665    4.58560206    0.00551604   -0.00100492    1.22365871
 120.50000000 1414.88943474    4.58535973    0.00551575   -0.00100495    1.22366437
 120.60000000 1415.34795859    4.58511739    0.00551546   -0.00100499    1.22367004
 120.70000000 1415.80645821    4.58487505    0.00551517   -0.00100503    1.22367570
 120.80000000 1416.26493359    4.58463269    0.00551488   -0.00100506    1.22368137
 120.90000000 1416.72338474    4.58439032    0.00551459   -0.00100510    1.22368703
 121.00000000 1417.18181165    4.58414794    0.00551430   -0.00100514    1.22369269
 121.10000000 1417.64021433    4.58390555    0.00551401   -0.00100517    1.22369836
 121.20000000 1418.09859276    4.58366316    0.00551372   -0.00100521    1.22370402
 121.30000000 1418.55694695    4.58342075    0.00551343   -0.00100525    1.22370969
 121.40000000 1419.01527690    4.58317833    0.00551314   -0.00100528    1.22371535
 121.50000000 1419.47358261    4.58293590    0.00551285   -0.00100532    1.22372101
 121.60000000 1419.93186408    4.58269346    0.00551256   -0.00100536    1.22372668
 121.70000000 1420.39012130    4.58245101    0.00551227   -0.00100539    1.22373234
 121.80000000 1420.84835428    4.58220855    0.00551198   -0.00100543    1.22373800
 121.90000000 1421.30656301    4.58196607    0.00551168   -0.00100547    1.22374366
 122.00000000 1421.76474749    4.58172359    0.00551139   -0.00100550    1.22374933
 122.10000000 1422.22290772    4.58148110    0.00551110   -0.00100554    1.22375499
 122.20000000 1422.68104370    4.58123860    0.00551081   -0.00100558    1.22376065
 122.30000000 1423.13915543    4.58099609    0.00551052   -0.00100561    1.22376631
 122.40000000 1423.59724291    4.58075356    0.00551023   -0.00100565    1.22377198
 122.50000000 1424.05530614    4.58051103    0.00550994   -0.00100569    1.22377764
 122.60000000 1424.51334511    4.58026849    0.00550965   -0.00100572    1.22378330
 122.70000000 1424.97135983    4.58002593    0.00550936   -0.00100576    1.22378896
 122.80000000 1425.42935030    4.57978337    0.00550907   -0.00100580    1.22379462
 122.90000000 1425.88731650    4.57954079    0.00550878   -0.00100583    1.22380028
 123.00000000 1426.34525845    4.57929821    0.00550849   -0.00100587    1.22380594
 123.10000000 1426.80317614    4.57905561    0.00550820   -0.00100591    1.22381161
 123.20000000 1427.26106957    4.57881301    0.00550791   -0.00100594    1.22381727
 123.30000000 1427.71893874    4.57857039    0.00550762   -0.00100598    1.22382293
 123.40000000 1428.17678364    4.57832776    0.00550733   -0.00100602    1.22382859
 123.50000000 1428.63460428    4.57808513    0.00550704   -0.00100605    1.22383425
 123.60000000 1429.09240066    4.57784248    0.00550674   -0.00100609    1.22383991
 123.70000000 1429.55017278    4.57759982    0.00550645   -0.00100613    1.22384557
 123.80000000 1430.00792062    4.57735716    0.00550616   -0.00100616    1.22385123
 123.90000000 1430.46564420    4.57711448    0.00550587   -0.00100620    1.22385689
 124.00000000 1430.92334351    4.57687179    0.00550558   -0.00100624    1.22386255
 124.10000000 1431.38101855    4.57662909    0.00550529   -0.00100627    1.22386821
 124.20000000 1431.83866933    4.57638638    0.00550500   -0.00100631    1.22387387
 124.30000000 1432.29629583    4.57614366    0.00550471   -0.00100635    1.22387952
 124.40000000 1432.75389805    4.57590093    0.00550442   -0.00100638    1.22388518
 124.50000000 1433.21147601    4.57565819    0.00550413   -0.00100642    1.22389084
 124.60000000 1433.66902969    4.57541544    0.00550384   -0.00100646    1.22389650
 124.70000000 1434.12655909    4.57517268    0.00550355   -0.00100649    1.22390216
 124.80000000 1434.58406422    4.57492991    0.00550326   -0.00100653    1.22390782
 124.90000000 1435.04154507    4.57468713    0.00550296   -0.00100657    1.22391348
 125.00000000 1435.49900164    4.57444433    0.00550267   -0.00100660    1.22391913
 125.10000000 1435.95643393    4.57420153    0.00550238   -0.00100664    1.22392479
 125.20000000 1436.41384194    4.57395872    0.00550209   -0.00100668    1.22393045
 125.30000000 1436.87122567    4.57371590    0.00550180   -0.00100671    1.22393611
 125.40000000 1437.32858511    4.57347306    0.00550151   -0.00100675    1.22394177
 125.50000000 1437.78592027    4.57323022    0.00550122   -0.00100679    1.22394742
 125.60000000 1438.24323115    4.57298736    0.00550093   -0.00100682    1.22395308
 125.70000000 1438.70051774    4.57274450    0.00550064   -0.00100686    1.22395874
 125.80000000 1439.15778005    4.57250162    0.00550035   -0.00100690    1.22396439
 125.90000000 1439.61501806    4.57225874    0.00550006   -0.00100693    1.22397005
 126.00000000 1440.07223179    4.57201584    0.00549976   -0.00100697    1.22397571
 126.10000000 1440.52942123    4.57177294    0.00549947   -0.00100700    1.22398136
 126.20000000 1440.98658637    4.57153002    0.00549918   -0.00100704    1.22398702
 126.30000000 1441.44372723    4.57128710    0.00549889   -0.00100708    1.22399268
 126.40000000 1441.90084379    4.57104416    0.00549860   -0.00100711    1.22399833
 126.50000000 1442.35793605    4.57080121    0.00549831   -0.00100715    1.22400399
 126.60000000 1442.81500403    4.57055825    0.00549802   -0.00100719    1.22400964
 126.70000000 1443.27204770    4.57031529    0.00549773   -0.00100722    1.22401530
 126.80000000 1443.72906708    4.57007231    0.00549744   -0.00100726    1.22402095
 126.90000000 1444.18606216    4.56982932    0.00549715   -0.00100730    1.22402661
 127.00000000 1444.64303294    4.56958632    0.00549685   -0.00100733    1.22403226
 127.10000000 1445.09997941    4.56934331    0.00549656   -0.00100737    1.22403792
 127.20000000 1445.55690159    4.56910029    0.00549627   -0.00100741    1.22404357
 127.30000000 1446.01379947    4.56885726    0.00549598   -0.00100744    1.22404923
 127.40000000 1446.47067304    4.56861422    0.00549569   -0.00100748    1.22405488
 127.50000000 1446.92752231    4.56837117    0.00549540   -0.00100752    1.22406054
 127.60000000 1447.38434727    4.56812811    0.00549511   -0.00100755    1.22406619
 127.70000000 1447.84114792    4.56788504    0.00549482   -0.00100759    1.22407184
 127.80000000 1448.29792426    4.56764196    0.00549453   -0.00100763    1.22407750
 127.90000000 1448.75467630    4.56739886    0.00549423   -0.00100766    1.22408315
 128.00000000 1449.21140403    4.56715576    0.00549394   -0.00100770    1.22408881
 128.10000000 1449.66810745    4.56691265    0.00549365   -0.00100774    1.22409446
 128.20000000 1450.12478655    4.56666952    0.00549336   -0.00100777    1.22410011
 128.30000000 1450.58144135    4.56642639    0.00549307   -0.00100781    1.22410577
 128.40000000 1451.03807183    4.56618325    0.00549278   -0.00100785    1.22411142
 128.50000000 1451.49467799    4.56594009    0.00549249   -0.00100788    1.22411707
 128.60000000 1451.95125984    4.56569693    0.00549219   -0.00100792    1.22412272
 128.70000000 1452.40781737    4.56545375    0.00549190   -0.00100796    1.22412838
 128.80000000 1452.86435059    4.56521057    0.00549161   -0.00100799    1.22413403
 128.90000000 1453.32085948    4.56496737    0.00549132   -0.00100803    1.22413968
 129.00000000 1453.77734406    4.56472417    0.00549103   -0.00100807    1.22414533
 129.10000000 1454.23380431    4.56448095    0.00549074   -0.00100810    1.22415098
 129.20000000 1454.69024024    4.56423772    0.00549045   -0.00100814    1.22415664
 129.30000000 1455.14665185    4.56399449    0.00549016   -0.00100818    1.22416229
 129.40000000 1455.60303914    4.56375124    0.00548986   -0.00100821    1.22416794
 129.50000000 1456.05940210    4.56350798    0.00548957   -0.00100825    1.22417359
 129.60000000 1456.51574073    4.56326471    0.00548928   -0.00100829    1.22417924
 129.70000000 1456.97205503    4.56302144    0.00548899   -0.00100832    1.22418489
 129.80000000 1457.42834501    4.56277815    0.00548870   -0.00100836    1.22419054
 129.90000000 1457.88461066    4.56253485    0.00548841   -0.00100840    1.22419619
 130.00000000 1458.34085198    4.56229154    0.00548812   -0.00100843    1.22420184
 130.10000000 1458.79706896    4.56204822    0.00548782   -0.00100847    1.22420749
 130.20000000 1459.25326162    4.56180489    0.00548753   -0.00100850    1.22421314
 130.30000000 1459.70942994    4.56156155    0.00548724   -0.00100854    1.22421879
 130.40000000 1460.16557392    4.56131820    0.00548695   -0.00100858    1.22422444
