#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
2276.90000000 5053.71928682    0.02585979    0.00003357   -0.00000040    1.27386063
2277.00000000 5053.72187418    0.02588729    0.00003360   -0.00000075    1.27386067
2277.10000000 5053.72446428    0.02591460    0.00003363   -0.00000110    1.27386071
2277.20000000 5053.72705709    0.02594172    0.00003367   -0.00000145    1.27386075
2277.30000000 5053.72965261    0.02596865    0.00003370   -0.00000180    1.27386079
2277.40000000 5053.73225082    0.02599539    0.00003373   -0.00000215    1.27386083
2277.50000000 5053.73485168    0.02602193    0.00003376   -0.00000250    1.27386087
2277.60000000 5053.73745520    0.02604829    0.00003379   -0.00000286    1.27386091
2277.70000000 5053.74006134    0.02607445    0.00003382   -0.00000321    1.27386095
2277.80000000 5053.74267008    0.02610043    0.00003385   -0.00000356    1.27386099
2277.90000000 5053.74528141    0.02612621    0.00003388   -0.00000391    1.27386103
2278.00000000 5053.74789531    0.02615180    0.00003391   -0.00000426    1.27386108
2278.10000000 5053.75051177    0.02617720    0.00003394   -0.00000461    1.27386112
2278.20000000 5053.75313075    0.02620240    0.00003397   -0.00000497    1.27386116
2278.30000000 5053.75575224    0.02622742    0.00003400   -0.00000532    1.27386120
2278.40000000 5053.75837622    0.02625224    0.00003403   -0.00000567    1.27386124
2278.50000000 5053.76100268    0.02627687    0.00003406   -0.00000603    1.27386128
2278.60000000 5053.76363159    0.02630131    0.00003409   -0.00000638    1.27386132
2278.70000000 5053.76626294    0.02632556    0.00003412   -0.00000673    1.27386136
2278.80000000 5053.76889670    0.02634961    0.00003415   -0.00000709    1.27386140
2278.90000000 5053.77153286    0.02637347    0.00003418   -0.00000744    1.27386144
2279.00000000 5053.77417139    0.02639714    0.00003420   -0.00000780    1.27386148
2279.10000000 5053.77681228    0.02642062    0.00003423   -0.00000815    1.27386152
2279.20000000 5053.77945551    0.02644391    0.00003426   -0.00000851    1.27386156
2279.30000000 5053.78210105    0.02646700    0.00003429   -0.00000886    1.27386160
2279.40000000 5053.78474890    0.02648990    0.00003431   -0.00000922    1.27386164
2279.50000000 5053.78739903    0.02651261    0.00003434   -0.00000957    1.27386168
2279.60000000 5053.79005142    0.02653512    0.00003437   -0.00000993    1.27386172
2279.70000000 5053.79270605    0.02655744    0.00003439   -0.00001029    1.27386177
2279.80000000 5053.79536290    0.02657957    0.00003442   -0.00001064    1.27386181
2279.90000000 5053.79802195    0.02660151    0.00003444   -0.00001100    1.27386185
2280.00000000 5053.80068319    0.02662325    0.00003447   -0.00001136    1.27386189
2280.10000000 5053.80334660    0.02664480    0.00003450   -0.00001171    1.27386193
2280.20000000 5053.80601215    0.02666616    0.00003452   -0.00001207    1.27386197
2280.30000000 5053.80867983    0.02668732    0.00003455   -0.00001243    1.27386201
2280.40000000 5053.81134961    0.02670829    0.00003457   -0.00001278    1.27386205
2280.50000000 5053.81402148    0.02672907    0.00003459   -0.00001314    1.27386209
2280.60000000 5053.81669541    0.02674965    0.00003462   -0.00001350    1.27386213
2280.70000000 5053.81937140    0.02677005    0.00003464   -0.00001386    1.27386218
2280.80000000 5053.82204942    0.02679024    0.00003467   -0.00001422    1.27386222
2280.90000000 5053.82472944    0.02681025    0.00003469   -0.00001457    1.27386226
2281.00000000 5053.82741146    0.02683006    0.00003471   -0.00001493    1.27386230
2281.10000000 5053.83009545    0.02684967    0.00003474   -0.00001529    1.27386234
2281.20000000 5053.83278139    0.02686910    0.00003476   -0.00001565    1.27386238
2281.30000000 5053.83546926    0.02688833    0.00003478   -0.00001601    1.27386242
2281.40000000 5053.83815905    0.02690737    0.00003480   -0.00001637    1.27386247
2281.50000000 5053.84085073    0.02692621    0.00003483   -0.00001673    1.27386251
2281.60000000 5053.84354428    0.02694486    0.00003485   -0.00001709    1.27386255
2281.70000000 5053.84623969    0.02696331    0.00003487   -0.00001745    1.27386259
2281.80000000 5053.84893694    0.02698157    0.00003489   -0.00001781    1.27386263
2281.90000000 5053.85163600    0.02699964    0.00003491   -0.00001817    1.27386267
2282.00000000 5053.85433686    0.02701752    0.00003493   -0.00001853    1.27386271
2282.10000000 5053.85703950    0.02703520    0.00003495   -0.00001889    1.27386276
2282.20000000 5053.85974390    0.02705268    0.00003497   -0.00001925    1.27386280
2282.30000000 5053.86245003    0.02706998    0.00003500   -0.00001961    1.27386284
2282.40000000 5053.86515788    0.02708708    0.00003502   -0.00001997    1.27386288
2282.50000000 5053.86786744    0.02710398    0.00003504   -0.00002033    1.27386292
2282.60000000 5053.87057867    0.02712069    0.00003505   -0.00002069    1.27386297
2282.70000000 5053.87329157    0.02713721    0.00003507   -0.00002105    1.27386301
2282.80000000 5053.87600611    0.02715353    0.00003509   -0.00002141    1.27386305
2282.90000000 5053.87872227    0.02716966    0.00003511   -0.00002177    1.27386309
2283.00000000 5053.88144004    0.02718560    0.00003513   -0.00002213    1.27386313
2283.10000000 5053.88415939    0.02720134    0.00003515   -0.00002249    1.27386317
2283.20000000 5053.88688030    0.02721689    0.00003517   -0.00002286    1.27386322
2283.30000000 5053.88960276    0.02723224    0.00003519   -0.00002322    1.27386326
2283.40000000 5053.89232674    0.02724740    0.00003520   -0.00002358    1.27386330
2283.50000000 5053.89505223    0.02726237    0.00003522   -0.00002394    1.27386334
2283.60000000 5053.89777921    0.02727714    0.00003524   -0.00002430    1.27386338
2283.70000000 5053.90050765    0.02729172    0.00003526   -0.00002467    1.27386343
2283.80000000 5053.90323754    0.02730610    0.00003527   -0.00002503    1.27386347
2283.90000000 5053.90596886    0.02732029    0.00003529   -0.00002539    1.27386351
2284.00000000 5053.90870159    0.02733429    0.00003530   -0.00002575    1.27386355
2284.10000000 5053.91143571    0.02734809    0.00003532   -0.00002611    1.27386359
2284.20000000 5053.91417121    0.02736170    0.00003534   -0.00002648    1.27386364
2284.30000000 5053.91690805    0.02737511    0.00003535   -0.00002684    1.27386368
2284.40000000 5053.91964622    0.02738833    0.00003537   -0.00002720    1.27386372
2284.50000000 5053.92238571    0.02740136    0.00003538   -0.00002757    1.27386376
2284.60000000 5053.92512649    0.02741419    0.00003540   -0.00002793    1.27386381
2284.70000000 5053.92786854    0.02742683    0.00003541   -0.00002829    1.27386385
2284.80000000 5053.93061185    0.02743928    0.00003543   -0.00002865    1.27386389
2284.90000000 5053.93335639    0.02745153    0.00003544   -0.00002902    1.27386393
2285.00000000 5053.93610215    0.02746359    0.00003546   -0.00002938    1.27386397
2285.10000000 5053.93884910    0.02747545    0.00003547   -0.00002974    1.27386402
2285.20000000 5053.94159723    0.02748712    0.00003548   -0.00003011    1.27386406
2285.30000000 5053.94434652    0.02749860    0.00003550   -0.00003047    1.27386410
2285.40000000 5053.94709694    0.02750988    0.00003551   -0.00003083    1.27386414
2285.50000000 5053.94984849    0.02752097    0.00003552   -0.00003120    1.27386419
2285.60000000 5053.95260113    0.02753186    0.00003554   -0.00003156    1.27386423
2285.70000000 5053.95535485    0.02754256    0.00003555   -0.00003192    1.27386427
2285.80000000 5053.95810964    0.02755307    0.00003556   -0.00003229    1.27386431
2285.90000000 5053.96086546    0.02756339    0.00003557   -0.00003265    1.27386436
2286.00000000 5053.96362231    0.02757351    0.00003558   -0.00003301    1.27386440
2286.10000000 5053.96638015    0.02758343    0.00003559   -0.00003338    1.27386444
2286.20000000 5053.96913899    0.02759317    0.00003561   -0.00003374    1.27386448
2286.30000000 5053.97189878    0.02760271    0.00003562   -0.00003410    1.27386453
2286.40000000 5053.97465952    0.02761205    0.00003563   -0.00003447    1.27386457
2286.50000000 5053.97742119    0.02762121    0.00003564   -0.00003483    1.27386461
2286.60000000 5053.98018376    0.02763017    0.00003565   -0.00003519    1.27386465
2286.70000000 5053.98294721    0.02763894    0.00003566   -0.00003556    1.27386470
2286.80000000 5053.98571153    0.02764751    0.00003567   -0.00003592    1.27386474
2286.90000000 5053.98847671    0.02765589    0.00003568   -0.00003629    1.27386478
2287.00000000 5053.99124270    0.02766408    0.00003569   -0.00003665    1.27386482
2287.10000000 5053.99400951    0.02767207    0.00003570   -0.00003701    1.27386487
2287.20000000 5053.99677711    0.02767987    0.00003571   -0.00003738    1.27386491
2287.30000000 5053.99954548    0.02768748    0.00003571   -0.00003774    1.27386495
2287.40000000 5054.00231460    0.02769490    0.00003572   -0.00003810    1.27386499
2287.50000000 5054.00508446    0.02770212    0.00003573   -0.00003847    1.27386504
2287.60000000 5054.00785502    0.02770915    0.00003574   -0.00003883    1.27386508
2287.70000000 5054.01062628    0.02771599    0.00003575   -0.00003920    1.27386512
2287.80000000 5054.01339821    0.02772263    0.00003575   -0.00003956    1.27386517
2287.90000000 5054.01617080    0.02772909    0.00003576   -0.00003992    1.27386521
2288.00000000 5054.01894402    0.02773535    0.00003577   -0.00004029    1.27386525
2288.10000000 5054.02171786    0.02774141    0.00003578   -0.00004065    1.27386529
2288.20000000 5054.02449230    0.02774729    0.00003578   -0.00004101    1.27386534
2288.30000000 5054.02726731    0.02775297    0.00003579   -0.00004138    1.27386538
2288.40000000 5054.03004289    0.02775846    0.00003580   -0.00004174    1.27386542
2288.50000000 5054.03281900    0.02776376    0.00003580   -0.00004210    1.27386546
2288.60000000 5054.03559563    0.02776886    0.00003581   -0.00004247    1.27386551
2288.70000000 5054.03837276    0.02777378    0.00003581   -0.00004283    1.27386555
2288.80000000 5054.04115038    0.02777850    0.00003582   -0.00004319    1.27386559
2288.90000000 5054.04392846    0.02778303    0.00003582   -0.00004356    1.27386564
2289.00000000 5054.04670698    0.02778737    0.00003583   -0.00004392    1.27386568
2289.10000000 5054.04948593    0.02779151    0.00003583   -0.00004428    1.27386572
2289.20000000 5054.05226528    0.02779547    0.00003584   -0.00004465    1.27386576
2289.30000000 5054.05504501    0.02779923    0.00003584   -0.00004501    1.27386581
2289.40000000 5054.05782512    0.02780280    0.00003584   -0.00004537    1.27386585
2289.50000000 5054.06060557    0.02780618    0.00003585   -0.00004574    1.27386589
2289.60000000 5054.06338635    0.02780937    0.00003585   -0.00004610    1.27386594
2289.70000000 5054.06616743    0.02781237    0.00003586   -0.00004646    1.27386598
2289.80000000 5054.06894881    0.02781517    0.00003586   -0.00004683    1.27386602
2289.90000000 5054.07173046    0.02781779    0.00003586   -0.00004719    1.27386606
2290.00000000 5054.07451236    0.02782021    0.00003586   -0.00004755    1.27386611
2290.10000000 5054.07729450    0.02782244    0.00003587   -0.00004791    1.27386615
2290.20000000 5054.08007685    0.02782448    0.00003587   -0.00004828    1.27386619
2290.30000000 5054.08285939    0.02782634    0.00003587   -0.00004864    1.27386624
2290.40000000 5054.08564210    0.02782800    0.00003587   -0.00004900    1.27386628
2290.50000000 5054.08842498    0.02782947    0.00003587   -0.00004936    1.27386632
2290.60000000 5054.09120799    0.02783075    0.00003587   -0.00004973    1.27386636
2290.70000000 5054.09399112    0.02783184    0.00003587   -0.00005009    1.27386641
2290.80000000 5054.09677435    0.02783273    0.00003588   -0.00005045    1.27386645
2290.90000000 5054.09955766    0.02783344    0.00003588   -0.00005081    1.27386649
2291.00000000 5054.10234104    0.02783396    0.00003588   -0.00005118    1.27386654
2291.10000000 5054.10512445    0.02783429    0.00003588   -0.00005154    1.27386658
2291.20000000 5054.10790789    0.02783443    0.00003588   -0.00005190    1.27386662
2291.30000000 5054.11069133    0.02783438    0.00003588   -0.00005226    1.27386666
2291.40000000 5054.11347476    0.02783414    0.00003587   -0.00005262    1.27386671
2291.50000000 5054.11625815    0.02783371    0.00003587   -0.00005298    1.27386675
2291.60000000 5054.11904149    0.02783309    0.00003587   -0.00005334    1.27386679
2291.70000000 5054.12182476    0.02783228    0.00003587   -0.00005371    1.27386684
2291.80000000 5054.12460794    0.02783128    0.00003587   -0.00005407    1.27386688
2291.90000000 5054.12739101    0.02783009    0.00003587   -0.00005443    1.27386692
2292.00000000 5054.13017395    0.02782872    0.00003587   -0.00005479    1.27386696
2292.10000000 5054.13295675    0.02782715    0.00003586   -0.00005515    1.27386701
2292.20000000 5054.13573938    0.02782540    0.00003586   -0.00005551    1.27386705
2292.30000000 5054.13852182    0.02782346    0.00003586   -0.00005587    1.27386709
2292.40000000 5054.14130406    0.02782133    0.00003586   -0.00005623    1.27386714
2292.50000000 5054.14408608    0.02781901    0.00003585   -0.00005659    1.27386718
2292.60000000 5054.14686786    0.02781650    0.00003585   -0.00005695    1.27386722
2292.70000000 5054.14964937    0.02781380    0.00003585   -0.00005731    1.27386726
2292.80000000 5054.15243061    0.02781092    0.00003584   -0.00005767    1.27386731
2292.90000000 5054.15521155    0.02780785    0.00003584   -0.00005803    1.27386735
2293.00000000 5054.15799217    0.02780459    0.00003583   -0.00005839    1.27386739
2293.10000000 5054.16077246    0.02780114    0.00003583   -0.00005875    1.27386744
2293.20000000 5054.16355240    0.02779751    0.00003582   -0.00005911    1.27386748
2293.30000000 5054.16633196    0.02779368    0.00003582   -0.00005947    1.27386752
2293.40000000 5054.16911113    0.02778967    0.00003581   -0.00005983    1.27386756
2293.50000000 5054.17188988    0.02778548    0.00003581   -0.00006019    1.27386761
2293.60000000 5054.17466821    0.02778109    0.00003580   -0.00006055    1.27386765
2293.70000000 5054.17744610    0.02777652    0.00003580   -0.00006090    1.27386769
2293.80000000 5054.18022351    0.02777177    0.00003579   -0.00006126    1.27386774
2293.90000000 5054.18300044    0.02776682    0.00003579   -0.00006162    1.27386778
2294.00000000 5054.18577687    0.02776169    0.00003578   -0.00006198    1.27386782
2294.10000000 5054.18855277    0.02775638    0.00003577   -0.00006234    1.27386786
2294.20000000 5054.19132814    0.02775087    0.00003577   -0.00006269    1.27386791
2294.30000000 5054.19410294    0.02774518    0.00003576   -0.00006305    1.27386795
2294.40000000 5054.19687717    0.02773931    0.00003575   -0.00006341    1.27386799
2294.50000000 5054.19965080    0.02773325    0.00003574   -0.00006377    1.27386804
2294.60000000 5054.20242381    0.02772700    0.00003574   -0.00006412    1.27386808
2294.70000000 5054.20519620    0.02772057    0.00003573   -0.00006448    1.27386812
2294.80000000 5054.20796792    0.02771395    0.00003572   -0.00006484    1.27386816
2294.90000000 5054.21073898    0.02770715    0.00003571   -0.00006519    1.27386821
2295.00000000 5054.21350935    0.02770016    0.00003570   -0.00006555    1.27386825
2295.10000000 5054.21627901    0.02769299    0.00003569   -0.00006591    1.27386829
2295.20000000 5054.21904794    0.02768564    0.00003568   -0.00006626    1.27386833
2295.30000000 5054.22181613    0.02767809    0.00003567   -0.00006662    1.27386838
2295.40000000 5054.22458355    0.02767037    0.00003566   -0.00006697    1.27386842
2295.50000000 5054.22735020    0.02766246    0.00003565   -0.00006733    1.27386846
2295.60000000 5054.23011604    0.02765436    0.00003564   -0.00006768    1.27386850
2295.70000000 5054.23288106    0.02764609    0.00003563   -0.00006804    1.27386855
2295.80000000 5054.23564525    0.02763762    0.00003562   -0.00006839    1.27386859
2295.90000000 5054.23840858    0.02762898    0.00003561   -0.00006875    1.27386863
2296.00000000 5054.24117104    0.02762015    0.00003560   -0.00006910    1.27386867
2296.10000000 5054.24393260    0.02761114    0.00003559   -0.00006945    1.27386872
2296.20000000 5054.24669326    0.02760194    0.00003558   -0.00006981    1.27386876
2296.30000000 5054.24945299    0.02759256    0.00003557   -0.00007016    1.27386880
2296.40000000 5054.25221177    0.02758300    0.00003556   -0.00007052    1.27386884
2296.50000000 5054.25496958    0.02757326    0.00003554   -0.00007087    1.27386889
2296.60000000 5054.25772641    0.02756333    0.00003553   -0.00007122    1.27386893
2296.70000000 5054.26048224    0.02755322    0.00003552   -0.00007157    1.27386897
2296.80000000 5054.26323705    0.02754293    0.00003551   -0.00007193    1.27386901
2296.90000000 5054.26599082    0.02753246    0.00003549   -0.00007228    1.27386906
2297.00000000 5054.26874353    0.02752180    0.00003548   -0.00007263    1.27386910
2297.10000000 5054.27149517    0.02751096    0.00003547   -0.00007298    1.27386914
2297.20000000 5054.27424572    0.02749995    0.00003545   -0.00007333    1.27386918
2297.30000000 5054.27699516    0.02748875    0.00003544   -0.00007369    1.27386923
2297.40000000 5054.27974346    0.02747737    0.00003543   -0.00007404    1.27386927
2297.50000000 5054.28249062    0.02746580    0.00003541   -0.00007439    1.27386931
2297.60000000 5054.28523662    0.02745406    0.00003540   -0.00007474    1.27386935
2297.70000000 5054.28798143    0.02744214    0.00003538   -0.00007509    1.27386940
2297.80000000 5054.29072504    0.02743003    0.00003537   -0.00007544    1.27386944
2297.90000000 5054.29346743    0.02741775    0.00003535   -0.00007579    1.27386948
2298.00000000 5054.29620858    0.02740529    0.00003534   -0.00007614    1.27386952
2298.10000000 5054.29894848    0.02739264    0.00003532   -0.00007649    1.27386956
2298.20000000 5054.30168710    0.02737982    0.00003531   -0.00007684    1.27386961
2298.30000000 5054.30442444    0.02736682    0.00003529   -0.00007719    1.27386965
2298.40000000 5054.30716046    0.02735363    0.00003528   -0.00007753    1.27386969
2298.50000000 5054.30989516    0.02734027    0.00003526   -0.00007788    1.27386973
2298.60000000 5054.31262851    0.02732673    0.00003524   -0.00007823    1.27386978
2298.70000000 5054.31536050    0.02731301    0.00003523   -0.00007858    1.27386982
2298.80000000 5054.31809110    0.02729911    0.00003521   -0.00007893    1.27386986
2298.90000000 5054.32082031    0.02728504    0.00003519   -0.00007927    1.27386990
2299.00000000 5054.32354810    0.02727078    0.00003517   -0.00007962    1.27386994
2299.10000000 5054.32627446    0.02725635    0.00003516   -0.00007997    1.27386999
2299.20000000 5054.32899936    0.02724174    0.00003514   -0.00008031    1.27387003
2299.30000000 5054.33172280    0.02722695    0.00003512   -0.00008066    1.27387007
2299.40000000 5054.33444475    0.02721198    0.00003510   -0.00008100    1.27387011
2299.50000000 5054.33716519    0.02719684    0.00003508   -0.00008135    1.27387015
2299.60000000 5054.33988411    0.02718152    0.00003507   -0.00008170    1.27387020
2299.70000000 5054.34260149    0.02716602    0.00003505   -0.00008204    1.27387024
2299.80000000 5054.34531731    0.02715035    0.00003503   -0.00008239    1.27387028
2299.90000000 5054.34803155    0.02713450    0.00003501   -0.00008273    1.27387032
2300.00000000 5054.35074420    0.02711847    0.00003499   -0.00008307    1.27387036
2300.10000000 5054.35345524    0.02710227    0.00003497   -0.00008342    1.27387040
2300.20000000 5054.35616465    0.02708589    0.00003495   -0.00008376    1.27387045
2300.30000000 5054.35887241    0.02706933    0.00003493   -0.00008410    1.27387049
2300.40000000 5054.36157851    0.02705260    0.00003491   -0.00008445    1.27387053
2300.50000000 5054.36428293    0.02703570    0.00003489   -0.00008479    1.27387057
2300.60000000 5054.36698564    0.02701862    0.00003487   -0.00008513    1.27387061
2300.70000000 5054.36968665    0.02700136    0.00003485   -0.00008547    1.27387065
2300.80000000 5054.37238591    0.02698393    0.00003483   -0.00008582    1.27387070
2300.90000000 5054.37508343    0.02696633    0.00003480   -0.00008616    1.27387074
2301.00000000 5054.37777917    0.02694855    0.00003478   -0.00008650    1.27387078
2301.10000000 5054.38047313    0.02693060    0.00003476   -0.00008684    1.27387082
2301.20000000 5054.38316528    0.02691247    0.00003474   -0.00008718    1.27387086
2301.30000000 5054.38585562    0.02689417    0.00003472   -0.00008752    1.27387090
2301.40000000 5054.38854411    0.02687570    0.00003469   -0.00008786    1.27387095
2301.50000000 5054.39123076    0.02685705    0.00003467   -0.00008820    1.27387099
2301.60000000 5054.39391552    0.02683823    0.00003465   -0.00008854    1.27387103
2301.70000000 5054.39659840    0.02681924    0.00003463   -0.00008888    1.27387107
2301.80000000 5054.39927936    0.02680008    0.00003460   -0.00008921    1.27387111
2301.90000000 5054.40195841    0.02678074    0.00003458   -0.00008955    1.27387115
2302.00000000 5054.40463551    0.02676123    0.00003456   -0.00008989    1.27387119
2302.10000000 5054.40731065    0.02674155    0.00003453   -0.00009023    1.27387123
2302.20000000 5054.40998381    0.02672169    0.00003451   -0.00009056    1.27387128
2302.30000000 5054.41265498    0.02670167    0.00003448   -0.00009090    1.27387132
2302.40000000 5054.41532414    0.02668147    0.00003446   -0.00009124    1.27387136
2302.50000000 5054.41799127    0.02666111    0.00003443   -0.00009157    1.27387140
2302.60000000 5054.42065635    0.02664057    0.00003441   -0.00009191    1.27387144
2302.70000000 5054.42331937    0.02661986    0.00003438   -0.00009224    1.27387148
2302.80000000 5054.42598032    0.02659898    0.00003436   -0.00009258    1.27387152
2302.90000000 5054.42863916    0.02657793    0.00003433   -0.00009291    1.27387156
2303.00000000 5054.43129590    0.02655671    0.00003431   -0.00009325    1.27387160
2303.10000000 5054.43395050    0.02653533    0.00003428   -0.00009358    1.27387164
2303.20000000 5054.43660295    0.02651377    0.00003426   -0.00009392    1.27387169
2303.30000000 5054.43925324    0.02649204    0.00003423   -0.00009425    1.27387173
2303.40000000 5054.44190136    0.02647015    0.00003420   -0.00009458    1.27387177
2303.50000000 5054.44454727    0.02644808    0.00003418   -0.00009491    1.27387181
2303.60000000 5054.44719097    0.02642585    0.00003415   -0.00009525    1.27387185
2303.70000000 5054.44983243    0.02640345    0.00003412   -0.00009558    1.27387189
2303.80000000 5054.45247165    0.02638088    0.00003410   -0.00009591    1.27387193
2303.90000000 5054.45510860    0.02635814    0.00003407   -0.00009624    1.27387197
2304.00000000 5054.45774327    0.02633523    0.00003404   -0.00009657    1.27387201
2304.10000000 5054.46037564    0.02631216    0.00003401   -0.00009690    1.27387205
2304.20000000 5054.46300570    0.02628892    0.00003398   -0.00009723    1.27387209
2304.30000000 5054.46563342    0.02626551    0.00003396   -0.00009756    1.27387213
2304.40000000 5054.46825879    0.02624194    0.00003393   -0.00009789    1.27387217
2304.50000000 5054.47088180    0.02621820    0.00003390   -0.00009822    1.27387221
2304.60000000 5054.47350243    0.02619429    0.00003387   -0.00009855    1.27387225
2304.70000000 5054.47612066    0.02617022    0.00003384   -0.00009887    1.27387229
2304.80000000 5054.47873647    0.02614598    0.00003381   -0.00009920    1.27387233
2304.90000000 5054.48134985    0.02612158    0.00003378   -0.00009953    1.27387238
2305.00000000 5054.48396078    0.02609701    0.00003375   -0.00009986    1.27387242
2305.10000000 5054.48656925    0.02607228    0.00003372   -0.00010018    1.27387246
2305.20000000 5054.48917523    0.02604738    0.00003369   -0.00010051    1.27387250
2305.30000000 5054.49177872    0.02602232    0.00003366   -0.00010083    1.27387254
2305.40000000 5054.49437969    0.02599709    0.00003363   -0.00010116    1.27387258
2305.50000000 5054.49697813    0.02597170    0.00003360   -0.00010148    1.27387262
2305.60000000 5054.49957403    0.02594615    0.00003357   -0.00010181    1.27387266
2305.70000000 5054.50216736    0.02592043    0.00003354   -0.00010213    1.27387270
2305.80000000 5054.50475811    0.02589455    0.00003351   -0.00010246    1.27387274
2305.90000000 5054.50734626    0.02586850    0.00003348   -0.00010278    1.27387278
2306.00000000 5054.50993180    0.02584229    0.00003345   -0.00010310    1.27387282
2306.10000000 5054.51251472    0.02581592    0.00003341   -0.00010342    1.27387286
2306.20000000 5054.51509498    0.02578939    0.00003338   -0.00010375    1.27387290
2306.30000000 5054.51767259    0.02576270    0.00003335   -0.00010407    1.27387293
2306.40000000 5054.52024752    0.02573584    0.00003332   -0.00010439    1.27387297
2306.50000000 5054.52281975    0.02570882    0.00003328   -0.00010471    1.27387301
2306.60000000 5054.52538927    0.02568164    0.00003325   -0.00010503    1.27387305
2306.70000000 5054.52795607    0.02565430    0.00003322   -0.00010535    1.27387309
2306.80000000 5054.53052013    0.02562680    0.00003319   -0.00010567    1.27387313
2306.90000000 5054.53308143    0.02559914    0.00003315   -0.00010599    1.27387317
2307.00000000 5054.53563995    0.02557132    0.00003312   -0.00010631    1.27387321
2307.10000000 5054.53819569    0.02554334    0.00003308   -0.00010662    1.27387325
2307.20000000 5054.54074862    0.02551520    0.00003305   -0.00010694    1.27387329
2307.30000000 5054.54329872    0.02548690    0.00003302   -0.00010726    1.27387333
2307.40000000 5054.54584599    0.02545844    0.00003298   -0.00010758    1.27387337
2307.50000000 5054.54839041    0.02542982    0.00003295   -0.00010789    1.27387341
2307.60000000 5054.55093195    0.02540104    0.00003291   -0.00010821    1.27387345
2307.70000000 5054.55347061    0.02537210    0.00003288   -0.00010852    1.27387349
2307.80000000 5054.55600637    0.02534301    0.00003284   -0.00010884    1.27387353
2307.90000000 5054.55853921    0.02531376    0.00003281   -0.00010915    1.27387356
2308.00000000 5054.56106911    0.02528435    0.00003277   -0.00010947    1.27387360
2308.10000000 5054.56359607    0.02525478    0.00003274   -0.00010978    1.27387364
2308.20000000 5054.56612006    0.02522505    0.00003270   -0.00011010    1.27387368
2308.30000000 5054.56864107    0.02519517    0.00003267   -0.00011041    1.27387372
2308.40000000 5054.57115909    0.02516514    0.00003263   -0.00011072    1.27387376
2308.50000000 5054.57367410    0.02513494    0.00003259   -0.00011103    1.27387380
2308.60000000 5054.57618607    0.02510459    0.00003256   -0.00011134    1.27387384
2308.70000000 5054.57869501    0.02507408    0.00003252   -0.00011166    1.27387387
2308.80000000 5054.58120089    0.02504342    0.00003248   -0.00011197    1.27387391
2308.90000000 5054.58370369    0.02501260    0.00003245   -0.00011228    1.27387395
2309.00000000 5054.58620340    0.02498163    0.00003241   -0.00011259    1.27387399
2309.10000000 5054.58870001    0.02495051    0.00003237   -0.00011290    1.27387403
2309.20000000 5054.59119350    0.02491922    0.00003233   -0.00011320    1.27387407
2309.30000000 5054.59368385    0.02488779    0.00003230   -0.00011351    1.27387411
2309.40000000 5054.59617105    0.02485620    0.00003226   -0.00011382    1.27387414
2309.50000000 5054.59865508    0.02482446    0.00003222   -0.00011413    1.27387418
2309.60000000 5054.60113593    0.02479256    0.00003218   -0.00011443    1.27387422
2309.70000000 5054.60361359    0.02476051    0.00003214   -0.00011474    1.27387426
2309.80000000 5054.60608803    0.02472831    0.00003210   -0.00011505    1.27387430
2309.90000000 5054.60855925    0.02469595    0.00003206   -0.00011535    1.27387434
2310.00000000 5054.61102722    0.02466344    0.00003203   -0.00011566    1.27387437
2310.10000000 5054.61349193    0.02463078    0.00003199   -0.00011596    1.27387441
2310.20000000 5054.61595337    0.02459797    0.00003195   -0.00011627    1.27387445
2310.30000000 5054.61841152    0.02456501    0.00003191   -0.00011657    1.27387449
2310.40000000 5054.62086636    0.02453190    0.00003187   -0.00011687    1.27387452
2310.50000000 5054.62331789    0.02449863    0.00003183   -0.00011717    1.27387456
2310.60000000 5054.62576609    0.02446522    0.00003179   -0.00011748    1.27387460
2310.70000000 5054.62821093    0.02443165    0.00003175   -0.00011778    1.27387464
2310.80000000 5054.63065241    0.02439793    0.00003171   -0.00011808    1.27387468
2310.90000000 5054.63309051    0.02436407    0.00003167   -0.00011838    1.27387471
2311.00000000 5054.63552522    0.02433005    0.00003162   -0.00011868    1.27387475
2311.10000000 5054.63795651    0.02429589    0.00003158   -0.00011898    1.27387479
2311.20000000 5054.64038439    0.02426158    0.00003154   -0.00011928    1.27387483
2311.30000000 5054.64280882    0.02422711    0.00003150   -0.00011958    1.27387486
2311.40000000 5054.64522981    0.02419250    0.00003146   -0.00011988    1.27387490
2311.50000000 5054.64764732    0.02415774    0.00003142   -0.00012017    1.27387494
2311.60000000 5054.65006135    0.02412284    0.00003138   -0.00012047    1.27387497
2311.70000000 5054.65247188    0.02408778    0.00003133   -0.00012077    1.27387501
2311.80000000 5054.65487890    0.02405258    0.00003129   -0.00012106    1.27387505
2311.90000000 5054.65728239    0.02401724    0.00003125   -0.00012136    1.27387509
2312.00000000 5054.65968234    0.02398174    0.00003121   -0.00012165    1.27387512
2312.10000000 5054.66207874    0.02394610    0.00003116   -0.00012195    1.27387516
2312.20000000 5054.66447156    0.02391031    0.00003112   -0.00012224    1.27387520
2312.30000000 5054.66686079    0.02387438    0.00003108   -0.00012254    1.27387523
2312.40000000 5054.66924643    0.02383830    0.00003103   -0.00012283    1.27387527
2312.50000000 5054.67162845    0.02380208    0.00003099   -0.00012312    1.27387531
2312.60000000 5054.67400684    0.02376571    0.00003095   -0.00012341    1.27387534
