#       Tempo      Altitude       Vel rad     Densid    Volume    Raio balão
1218.80000000 4778.27966705    1.37322501    0.74454561    8.57323824    1.26965433
1218.90000000 4778.41697299    1.37289373    0.74453482    8.57328035    1.26965641
1219.00000000 4778.55424580    1.37256245    0.74452404    8.57332244    1.26965849
1219.10000000 4778.69148548    1.37223117    0.74451326    8.57336453    1.26966057
1219.20000000 4778.82869203    1.37189988    0.74450248    8.57340660    1.26966264
1219.30000000 4778.96586545    1.37156859    0.74449170    8.57344867    1.26966472
1219.40000000 4779.10300575    1.37123729    0.74448093    8.57349073    1.26966680
1219.50000000 4779.24011291    1.37090599    0.74447016    8.57353277    1.26966887
1219.60000000 4779.37718694    1.37057469    0.74445939    8.57357481    1.26967095
1219.70000000 4779.51422784    1.37024338    0.74444863    8.57361684    1.26967302
1219.80000000 4779.65123562    1.36991207    0.74443786    8.57365885    1.26967509
1219.90000000 4779.78821026    1.36958075    0.74442711    8.57370086    1.26967717
1220.00000000 4779.92515177    1.36924943    0.74441635    8.57374286    1.26967924
1220.10000000 4780.06206014    1.36891810    0.74440560    8.57378485    1.26968131
1220.20000000 4780.19893538    1.36858677    0.74439484    8.57382683    1.26968339
1220.30000000 4780.33577749    1.36825544    0.74438410    8.57386880    1.26968546
1220.40000000 4780.47258647    1.36792410    0.74437335    8.57391076    1.26968753
1220.50000000 4780.60936231    1.36759276    0.74436261    8.57395271    1.26968960
1220.60000000 4780.74610502    1.36726141    0.74435187    8.57399465    1.26969167
1220.70000000 4780.88281459    1.36693006    0.74434113    8.57403658    1.26969374
1220.80000000 4781.01949103    1.36659870    0.74433040    8.57407850    1.26969581
1220.90000000 4781.15613433    1.36626734    0.74431966    8.57412041    1.26969788
1221.00000000 4781.29274450    1.36593598    0.74430894    8.57416231    1.26969995
1221.10000000 4781.42932153    1.36560461    0.74429821    8.57420421    1.26970201
1221.20000000 4781.56586542    1.36527324    0.74428749    8.57424609    1.26970408
1221.30000000 4781.70237617    1.36494186    0.74427676    8.57428796    1.26970615
1221.40000000 4781.83885379    1.36461048    0.74426605    8.57432983    1.26970821
1221.50000000 4781.97529827    1.36427910    0.74425533    8.57437168    1.26971028
1221.60000000 4782.11170961    1.36394771    0.74424462    8.57441352    1.26971235
1221.70000000 4782.24808781    1.36361632    0.74423391    8.57445536    1.26971441
1221.80000000 4782.38443287    1.36328492    0.74422320    8.57449718    1.26971648
1221.90000000 4782.52074479    1.36295352    0.74421250    8.57453900    1.26971854
1222.00000000 4782.65702357    1.36262211    0.74420180    8.57458080    1.26972060
1222.10000000 4782.79326921    1.36229070    0.74419110    8.57462260    1.26972267
1222.20000000 4782.92948171    1.36195929    0.74418040    8.57466438    1.26972473
1222.30000000 4783.06566107    1.36162787    0.74416971    8.57470616    1.26972679
1222.40000000 4783.20180729    1.36129645    0.74415902    8.57474793    1.26972885
1222.50000000 4783.33792036    1.36096502    0.74414833    8.57478968    1.26973091
1222.60000000 4783.47400029    1.36063359    0.74413764    8.57483143    1.26973297
1222.70000000 4783.61004708    1.36030216    0.74412696    8.57487317    1.26973503
1222.80000000 4783.74606072    1.35997072    0.74411628    8.57491490    1.26973709
1222.90000000 4783.88204122    1.35963928    0.74410560    8.57495661    1.26973915
1223.00000000 4784.01798857    1.35930783    0.74409493    8.57499832    1.26974121
1223.10000000 4784.15390278    1.35897638    0.74408426    8.57504002    1.26974327
1223.20000000 4784.28978385    1.35864492    0.74407359    8.57508171    1.26974533
1223.30000000 4784.42563177    1.35831346    0.74406292    8.57512339    1.26974738
1223.40000000 4784.56144654    1.35798200    0.74405226    8.57516506    1.26974944
1223.50000000 4784.69722817    1.35765053    0.74404160    8.57520672    1.26975150
1223.60000000 4784.83297664    1.35731906    0.74403094    8.57524837    1.26975355
1223.70000000 4784.96869198    1.35698758    0.74402028    8.57529001    1.26975561
1223.80000000 4785.10437416    1.35665610    0.74400963    8.57533164    1.26975766
1223.90000000 4785.24002319    1.35632462    0.74399898    8.57537326    1.26975972
1224.00000000 4785.37563908    1.35599313    0.74398833    8.57541488    1.26976177
1224.10000000 4785.51122182    1.35566164    0.74397769    8.57545648    1.26976382
1224.20000000 4785.64677140    1.35533014    0.74396705    8.57549807    1.26976588
1224.30000000 4785.78228784    1.35499864    0.74395641    8.57553965    1.26976793
1224.40000000 4785.91777113    1.35466713    0.74394577    8.57558123    1.26976998
1224.50000000 4786.05322127    1.35433562    0.74393514    8.57562279    1.26977203
1224.60000000 4786.18863825    1.35400411    0.74392451    8.57566434    1.26977408
1224.70000000 4786.32402209    1.35367259    0.74391388    8.57570589    1.26977613
1224.80000000 4786.45937277    1.35334107    0.74390325    8.57574742    1.26977818
1224.90000000 4786.59469030    1.35300954    0.74389263    8.57578895    1.26978023
1225.00000000 4786.72997467    1.35267801    0.74388201    8.57583046    1.26978228
1225.10000000 4786.86522590    1.35234648    0.74387139    8.57587197    1.26978433
1225.20000000 4787.00044397    1.35201494    0.74386078    8.57591346    1.26978638
1225.30000000 4787.13562889    1.35168339    0.74385017    8.57595495    1.26978843
1225.40000000 4787.27078065    1.35135185    0.74383956    8.57599643    1.26979047
1225.50000000 4787.40589926    1.35102029    0.74382895    8.57603789    1.26979252
1225.60000000 4787.54098471    1.35068874    0.74381835    8.57607935    1.26979456
1225.70000000 4787.67603701    1.35035718    0.74380775    8.57612080    1.26979661
1225.80000000 4787.81105615    1.35002562    0.74379715    8.57616223    1.26979866
1225.90000000 4787.94604213    1.34969405    0.74378656    8.57620366    1.26980070
1226.00000000 4788.08099496    1.34936248    0.74377596    8.57624508    1.26980274
1226.10000000 4788.21591462    1.34903090    0.74376537    8.57628649    1.26980479
1226.20000000 4788.35080114    1.34869932    0.74375479    8.57632789    1.26980683
1226.30000000 4788.48565449    1.34836773    0.74374420    8.57636928    1.26980887
1226.40000000 4788.62047468    1.34803615    0.74373362    8.57641066    1.26981092
1226.50000000 4788.75526172    1.34770455    0.74372304    8.57645203    1.26981296
1226.60000000 4788.89001559    1.34737296    0.74371247    8.57649339    1.26981500
1226.70000000 4789.02473630    1.34704136    0.74370189    8.57653474    1.26981704
1226.80000000 4789.15942386    1.34670975    0.74369132    8.57657608    1.26981908
1226.90000000 4789.29407825    1.34637814    0.74368075    8.57661741    1.26982112
1227.00000000 4789.42869949    1.34604653    0.74367019    8.57665873    1.26982316
1227.10000000 4789.56328756    1.34571491    0.74365963    8.57670004    1.26982520
1227.20000000 4789.69784246    1.34538329    0.74364907    8.57674134    1.26982724
1227.30000000 4789.83236421    1.34505166    0.74363851    8.57678263    1.26982927
1227.40000000 4789.96685280    1.34472003    0.74362795    8.57682392    1.26983131
1227.50000000 4790.10130822    1.34438840    0.74361740    8.57686519    1.26983335
1227.60000000 4790.23573047    1.34405676    0.74360685    8.57690645    1.26983538
1227.70000000 4790.37011957    1.34372512    0.74359631    8.57694771    1.26983742
1227.80000000 4790.50447550    1.34339347    0.74358576    8.57698895    1.26983945
1227.90000000 4790.63879826    1.34306182    0.74357522    8.57703018    1.26984149
1228.00000000 4790.77308786    1.34273017    0.74356469    8.57707141    1.26984352
1228.10000000 4790.90734429    1.34239851    0.74355415    8.57711262    1.26984556
1228.20000000 4791.04156756    1.34206684    0.74354362    8.57715383    1.26984759
1228.30000000 4791.17575766    1.34173518    0.74353309    8.57719502    1.26984962
1228.40000000 4791.30991459    1.34140351    0.74352256    8.57723621    1.26985166
1228.50000000 4791.44403836    1.34107183    0.74351204    8.57727738    1.26985369
1228.60000000 4791.57812896    1.34074015    0.74350151    8.57731855    1.26985572
1228.70000000 4791.71218638    1.34040847    0.74349100    8.57735971    1.26985775
1228.80000000 4791.84621065    1.34007678    0.74348048    8.57740085    1.26985978
1228.90000000 4791.98020174    1.33974509    0.74346997    8.57744199    1.26986181
1229.00000000 4792.11415966    1.33941339    0.74345945    8.57748312    1.26986384
1229.10000000 4792.24808441    1.33908169    0.74344895    8.57752424    1.26986587
1229.20000000 4792.38197600    1.33874999    0.74343844    8.57756534    1.26986790
1229.30000000 4792.51583441    1.33841828    0.74342794    8.57760644    1.26986993
1229.40000000 4792.64965965    1.33808657    0.74341744    8.57764753    1.26987195
1229.50000000 4792.78345172    1.33775485    0.74340694    8.57768861    1.26987398
1229.60000000 4792.91721062    1.33742313    0.74339645    8.57772968    1.26987601
1229.70000000 4793.05093635    1.33709140    0.74338596    8.57777074    1.26987803
1229.80000000 4793.18462890    1.33675967    0.74337547    8.57781179    1.26988006
1229.90000000 4793.31828828    1.33642794    0.74336498    8.57785283    1.26988209
1230.00000000 4793.45191449    1.33609620    0.74335450    8.57789386    1.26988411
1230.10000000 4793.58550752    1.33576446    0.74334402    8.57793488    1.26988613
1230.20000000 4793.71906738    1.33543272    0.74333354    8.57797589    1.26988816
1230.30000000 4793.85259406    1.33510097    0.74332306    8.57801689    1.26989018
1230.40000000 4793.98608757    1.33476922    0.74331259    8.57805788    1.26989220
1230.50000000 4794.11954790    1.33443746    0.74330212    8.57809886    1.26989423
1230.60000000 4794.25297506    1.33410570    0.74329165    8.57813984    1.26989625
1230.70000000 4794.38636904    1.33377393    0.74328119    8.57818080    1.26989827
1230.80000000 4794.51972984    1.33344216    0.74327073    8.57822175    1.26990029
1230.90000000 4794.65305747    1.33311039    0.74326027    8.57826269    1.26990231
1231.00000000 4794.78635192    1.33277861    0.74324981    8.57830363    1.26990433
1231.10000000 4794.91961319    1.33244683    0.74323936    8.57834455    1.26990635
1231.20000000 4795.05284128    1.33211504    0.74322891    8.57838547    1.26990837
1231.30000000 4795.18603620    1.33178325    0.74321846    8.57842637    1.26991039
1231.40000000 4795.31919793    1.33145145    0.74320802    8.57846726    1.26991240
1231.50000000 4795.45232649    1.33111966    0.74319757    8.57850815    1.26991442
1231.60000000 4795.58542186    1.33078785    0.74318713    8.57854902    1.26991644
1231.70000000 4795.71848406    1.33045605    0.74317670    8.57858989    1.26991846
1231.80000000 4795.85151307    1.33012424    0.74316626    8.57863074    1.26992047
1231.90000000 4795.98450890    1.32979242    0.74315583    8.57867159    1.26992249
1232.00000000 4796.11747155    1.32946060    0.74314540    8.57871243    1.26992450
1232.10000000 4796.25040102    1.32912878    0.74313497    8.57875325    1.26992652
1232.20000000 4796.38329731    1.32879695    0.74312455    8.57879407    1.26992853
1232.30000000 4796.51616041    1.32846512    0.74311413    8.57883488    1.26993054
1232.40000000 4796.64899033    1.32813328    0.74310371    8.57887567    1.26993256
1232.50000000 4796.78178706    1.32780144    0.74309330    8.57891646    1.26993457
1232.60000000 4796.91455061    1.32746960    0.74308288    8.57895724    1.26993658
1232.70000000 4797.04728098    1.32713775    0.74307247    8.57899801    1.26993859
1232.80000000 4797.17997816    1.32680590    0.74306207    8.57903877    1.26994060
1232.90000000 4797.31264216    1.32647405    0.74305166    8.57907951    1.26994261
1233.00000000 4797.44527297    1.32614219    0.74304126    8.57912025    1.26994462
1233.10000000 4797.57787060    1.32581032    0.74303086    8.57916098    1.26994663
1233.20000000 4797.71043503    1.32547845    0.74302047    8.57920170    1.26994864
1233.30000000 4797.84296629    1.32514658    0.74301007    8.57924241    1.26995065
1233.40000000 4797.97546435    1.32481471    0.74299968    8.57928311    1.26995266
1233.50000000 4798.10792922    1.32448283    0.74298929    8.57932380    1.26995467
1233.60000000 4798.24036091    1.32415094    0.74297891    8.57936448    1.26995667
1233.70000000 4798.37275941    1.32381905    0.74296853    8.57940515    1.26995868
1233.80000000 4798.50512472    1.32348716    0.74295815    8.57944582    1.26996069
1233.90000000 4798.63745684    1.32315526    0.74294777    8.57948647    1.26996269
1234.00000000 4798.76975577    1.32282336    0.74293739    8.57952711    1.26996470
1234.10000000 4798.90202151    1.32249146    0.74292702    8.57956774    1.26996670
1234.20000000 4799.03425406    1.32215955    0.74291665    8.57960836    1.26996871
1234.30000000 4799.16645342    1.32182764    0.74290629    8.57964898    1.26997071
1234.40000000 4799.29861959    1.32149572    0.74289592    8.57968958    1.26997272
1234.50000000 4799.43075256    1.32116380    0.74288556    8.57973017    1.26997472
1234.60000000 4799.56285235    1.32083187    0.74287520    8.57977075    1.26997672
1234.70000000 4799.69491894    1.32049994    0.74286485    8.57981133    1.26997872
1234.80000000 4799.82695233    1.32016801    0.74285450    8.57985189    1.26998072
1234.90000000 4799.95895254    1.31983607    0.74284415    8.57989245    1.26998272
1235.00000000 4800.09091955    1.31950413    0.74283380    8.57993299    1.26998472
1235.10000000 4800.22285336    1.31917219    0.74282345    8.57997353    1.26998672
1235.20000000 4800.35475398    1.31884024    0.74281311    8.58001405    1.26998872
1235.30000000 4800.48662141    1.31850828    0.74280277    8.58005457    1.26999072
1235.40000000 4800.61845564    1.31817633    0.74279244    8.58009507    1.26999272
1235.50000000 4800.75025667    1.31784437    0.74278210    8.58013557    1.26999472
1235.60000000 4800.88202451    1.31751240    0.74277177    8.58017605    1.26999672
1235.70000000 4801.01375915    1.31718043    0.74276144    8.58021653    1.26999871
1235.80000000 4801.14546059    1.31684846    0.74275112    8.58025700    1.27000071
1235.90000000 4801.27712884    1.31651648    0.74274080    8.58029745    1.27000271
1236.00000000 4801.40876389    1.31618450    0.74273048    8.58033790    1.27000470
1236.10000000 4801.54036574    1.31585251    0.74272016    8.58037834    1.27000670
1236.20000000 4801.67193439    1.31552052    0.74270984    8.58041877    1.27000869
1236.30000000 4801.80346984    1.31518853    0.74269953    8.58045918    1.27001069
1236.40000000 4801.93497209    1.31485653    0.74268922    8.58049959    1.27001268
1236.50000000 4802.06644114    1.31452453    0.74267892    8.58053999    1.27001467
1236.60000000 4802.19787700    1.31419252    0.74266861    8.58058038    1.27001666
1236.70000000 4802.32927964    1.31386051    0.74265831    8.58062076    1.27001866
1236.80000000 4802.46064909    1.31352850    0.74264801    8.58066113    1.27002065
1236.90000000 4802.59198534    1.31319648    0.74263772    8.58070149    1.27002264
1237.00000000 4802.72328839    1.31286446    0.74262743    8.58074184    1.27002463
1237.10000000 4802.85455823    1.31253243    0.74261714    8.58078218    1.27002662
1237.20000000 4802.98579487    1.31220040    0.74260685    8.58082251    1.27002861
1237.30000000 4803.11699831    1.31186837    0.74259656    8.58086283    1.27003060
1237.40000000 4803.24816854    1.31153633    0.74258628    8.58090314    1.27003259
1237.50000000 4803.37930558    1.31120428    0.74257600    8.58094344    1.27003458
1237.60000000 4803.51040940    1.31087224    0.74256573    8.58098373    1.27003656
1237.70000000 4803.64148002    1.31054019    0.74255545    8.58102401    1.27003855
1237.80000000 4803.77251744    1.31020813    0.74254518    8.58106428    1.27004054
1237.90000000 4803.90352165    1.30987607    0.74253491    8.58110455    1.27004252
1238.00000000 4804.03449265    1.30954401    0.74252465    8.58114480    1.27004451
1238.10000000 4804.16543045    1.30921195    0.74251438    8.58118504    1.27004650
1238.20000000 4804.29633504    1.30887988    0.74250412    8.58122527    1.27004848
1238.30000000 4804.42720642    1.30854780    0.74249387    8.58126550    1.27005046
1238.40000000 4804.55804460    1.30821572    0.74248361    8.58130571    1.27005245
1238.50000000 4804.68884956    1.30788364    0.74247336    8.58134591    1.27005443
1238.60000000 4804.81962132    1.30755155    0.74246311    8.58138611    1.27005641
1238.70000000 4804.95035987    1.30721946    0.74245286    8.58142629    1.27005840
1238.80000000 4805.08106521    1.30688737    0.74244262    8.58146647    1.27006038
1238.90000000 4805.21173734    1.30655527    0.74243238    8.58150663    1.27006236
1239.00000000 4805.34237627    1.30622317    0.74242214    8.58154679    1.27006434
1239.10000000 4805.47298198    1.30589106    0.74241191    8.58158693    1.27006632
1239.20000000 4805.60355447    1.30555895    0.74240167    8.58162707    1.27006830
1239.30000000 4805.73409376    1.30522683    0.74239144    8.58166719    1.27007028
1239.40000000 4805.86459984    1.30489471    0.74238121    8.58170731    1.27007226
1239.50000000 4805.99507270    1.30456259    0.74237099    8.58174741    1.27007424
1239.60000000 4806.12551236    1.30423046    0.74236077    8.58178751    1.27007622
1239.70000000 4806.25591879    1.30389833    0.74235055    8.58182760    1.27007819
1239.80000000 4806.38629202    1.30356620    0.74234033    8.58186767    1.27008017
1239.90000000 4806.51663203    1.30323406    0.74233012    8.58190774    1.27008215
1240.00000000 4806.64693883    1.30290192    0.74231991    8.58194780    1.27008412
1240.10000000 4806.77721241    1.30256977    0.74230970    8.58198785    1.27008610
1240.20000000 4806.90745278    1.30223762    0.74229949    8.58202788    1.27008807
1240.30000000 4807.03765993    1.30190546    0.74228929    8.58206791    1.27009005
1240.40000000 4807.16783387    1.30157330    0.74227909    8.58210793    1.27009202
1240.50000000 4807.29797459    1.30124114    0.74226889    8.58214794    1.27009400
1240.60000000 4807.42808210    1.30090897    0.74225870    8.58218794    1.27009597
1240.70000000 4807.55815639    1.30057680    0.74224850    8.58222793    1.27009794
1240.80000000 4807.68819746    1.30024463    0.74223832    8.58226791    1.27009991
1240.90000000 4807.81820531    1.29991245    0.74222813    8.58230788    1.27010189
1241.00000000 4807.94817995    1.29958027    0.74221794    8.58234784    1.27010386
1241.10000000 4808.07812136    1.29924808    0.74220776    8.58238779    1.27010583
1241.20000000 4808.20802956    1.29891589    0.74219759    8.58242773    1.27010780
1241.30000000 4808.33790454    1.29858369    0.74218741    8.58246766    1.27010977
1241.40000000 4808.46774630    1.29825149    0.74217724    8.58250758    1.27011174
1241.50000000 4808.59755484    1.29791929    0.74216707    8.58254749    1.27011371
1241.60000000 4808.72733015    1.29758708    0.74215690    8.58258739    1.27011567
1241.70000000 4808.85707225    1.29725487    0.74214673    8.58262728    1.27011764
1241.80000000 4808.98678113    1.29692266    0.74213657    8.58266716    1.27011961
1241.90000000 4809.11645678    1.29659044    0.74212641    8.58270704    1.27012158
1242.00000000 4809.24609921    1.29625822    0.74211625    8.58274690    1.27012354
1242.10000000 4809.37570842    1.29592599    0.74210610    8.58278675    1.27012551
1242.20000000 4809.50528441    1.29559376    0.74209595    8.58282659    1.27012747
1242.30000000 4809.63482717    1.29526152    0.74208580    8.58286643    1.27012944
1242.40000000 4809.76433671    1.29492928    0.74207565    8.58290625    1.27013140
1242.50000000 4809.89381303    1.29459704    0.74206551    8.58294606    1.27013337
1242.60000000 4810.02325612    1.29426479    0.74205537    8.58298587    1.27013533
1242.70000000 4810.15266598    1.29393254    0.74204523    8.58302566    1.27013729
1242.80000000 4810.28204263    1.29360029    0.74203510    8.58306545    1.27013926
1242.90000000 4810.41138604    1.29326803    0.74202497    8.58310522    1.27014122
1243.00000000 4810.54069623    1.29293577    0.74201484    8.58314498    1.27014318
1243.10000000 4810.66997319    1.29260350    0.74200471    8.58318474    1.27014514
1243.20000000 4810.79921693    1.29227123    0.74199459    8.58322448    1.27014710
1243.30000000 4810.92842744    1.29193895    0.74198446    8.58326422    1.27014906
1243.40000000 4811.05760472    1.29160668    0.74197435    8.58330395    1.27015102
1243.50000000 4811.18674877    1.29127439    0.74196423    8.58334366    1.27015298
1243.60000000 4811.31585960    1.29094211    0.74195412    8.58338337    1.27015494
1243.70000000 4811.44493719    1.29060982    0.74194401    8.58342306    1.27015689
1243.80000000 4811.57398156    1.29027752    0.74193390    8.58346275    1.27015885
1243.90000000 4811.70299269    1.28994522    0.74192379    8.58350243    1.27016081
1244.00000000 4811.83197060    1.28961292    0.74191369    8.58354209    1.27016277
1244.10000000 4811.96091527    1.28928061    0.74190359    8.58358175    1.27016472
1244.20000000 4812.08982672    1.28894830    0.74189349    8.58362140    1.27016668
1244.30000000 4812.21870493    1.28861599    0.74188340    8.58366104    1.27016863
1244.40000000 4812.34754992    1.28828367    0.74187331    8.58370066    1.27017059
1244.50000000 4812.47636167    1.28795135    0.74186322    8.58374028    1.27017254
1244.60000000 4812.60514018    1.28761902    0.74185313    8.58377989    1.27017450
1244.70000000 4812.73388547    1.28728669    0.74184305    8.58381949    1.27017645
1244.80000000 4812.86259752    1.28695436    0.74183297    8.58385908    1.27017840
1244.90000000 4812.99127634    1.28662202    0.74182289    8.58389866    1.27018035
1245.00000000 4813.11992192    1.28628968    0.74181282    8.58393823    1.27018230
1245.10000000 4813.24853427    1.28595733    0.74180274    8.58397778    1.27018426
1245.20000000 4813.37711339    1.28562498    0.74179267    8.58401733    1.27018621
1245.30000000 4813.50565927    1.28529262    0.74178261    8.58405687    1.27018816
1245.40000000 4813.63417191    1.28496027    0.74177254    8.58409640    1.27019011
1245.50000000 4813.76265132    1.28462790    0.74176248    8.58413592    1.27019206
1245.60000000 4813.89109749    1.28429554    0.74175242    8.58417544    1.27019400
1245.70000000 4814.01951042    1.28396317    0.74174236    8.58421494    1.27019595
1245.80000000 4814.14789012    1.28363079    0.74173231    8.58425443    1.27019790
1245.90000000 4814.27623658    1.28329842    0.74172226    8.58429391    1.27019985
1246.00000000 4814.40454980    1.28296603    0.74171221    8.58433338    1.27020179
1246.10000000 4814.53282978    1.28263365    0.74170217    8.58437284    1.27020374
1246.20000000 4814.66107653    1.28230126    0.74169212    8.58441229    1.27020569
1246.30000000 4814.78929004    1.28196887    0.74168208    8.58445174    1.27020763
1246.40000000 4814.91747030    1.28163647    0.74167205    8.58449117    1.27020958
1246.50000000 4815.04561733    1.28130407    0.74166201    8.58453059    1.27021152
1246.60000000 4815.17373111    1.28097166    0.74165198    8.58457000    1.27021346
1246.70000000 4815.30181166    1.28063925    0.74164195    8.58460941    1.27021541
1246.80000000 4815.42985896    1.28030684    0.74163193    8.58464880    1.27021735
1246.90000000 4815.55787302    1.27997442    0.74162190    8.58468818    1.27021929
1247.00000000 4815.68585384    1.27964200    0.74161188    8.58472756    1.27022124
1247.10000000 4815.81380142    1.27930957    0.74160186    8.58476692    1.27022318
1247.20000000 4815.94171576    1.27897715    0.74159185    8.58480627    1.27022512
1247.30000000 4816.06959685    1.27864471    0.74158183    8.58484562    1.27022706
1247.40000000 4816.19744470    1.27831228    0.74157182    8.58488495    1.27022900
1247.50000000 4816.32525930    1.27797983    0.74156182    8.58492428    1.27023094
1247.60000000 4816.45304067    1.27764739    0.74155181    8.58496359    1.27023288
1247.70000000 4816.58078878    1.27731494    0.74154181    8.58500290    1.27023482
1247.80000000 4816.70850365    1.27698249    0.74153181    8.58504219    1.27023675
1247.90000000 4816.83618528    1.27665003    0.74152182    8.58508148    1.27023869
1248.00000000 4816.96383366    1.27631757    0.74151182    8.58512075    1.27024063
1248.10000000 4817.09144879    1.27598511    0.74150183    8.58516002    1.27024256
1248.20000000 4817.21903067    1.27565264    0.74149184    8.58519928    1.27024450
1248.30000000 4817.34657931    1.27532016    0.74148186    8.58523852    1.27024644
1248.40000000 4817.47409470    1.27498769    0.74147187    8.58527776    1.27024837
1248.50000000 4817.60157684    1.27465521    0.74146189    8.58531699    1.27025031
1248.60000000 4817.72902573    1.27432272    0.74145192    8.58535620    1.27025224
1248.70000000 4817.85644138    1.27399024    0.74144194    8.58539541    1.27025417
1248.80000000 4817.98382377    1.27365774    0.74143197    8.58543461    1.27025611
1248.90000000 4818.11117292    1.27332525    0.74142200    8.58547379    1.27025804
1249.00000000 4818.23848882    1.27299275    0.74141203    8.58551297    1.27025997
1249.10000000 4818.36577147    1.27266024    0.74140207    8.58555214    1.27026190
1249.20000000 4818.49302087    1.27232774    0.74139211    8.58559130    1.27026383
1249.30000000 4818.62023701    1.27199522    0.74138215    8.58563045    1.27026576
1249.40000000 4818.74741991    1.27166271    0.74137219    8.58566959    1.27026769
1249.50000000 4818.87456955    1.27133019    0.74136224    8.58570871    1.27026962
1249.60000000 4819.00168594    1.27099767    0.74135229    8.58574783    1.27027155
1249.70000000 4819.12876909    1.27066514    0.74134234    8.58578694    1.27027348
1249.80000000 4819.25581897    1.27033261    0.74133240    8.58582604    1.27027541
1249.90000000 4819.38283561    1.27000007    0.74132246    8.58586513    1.27027734
1250.00000000 4819.50981898    1.26966753    0.74131252    8.58590421    1.27027927
1250.10000000 4819.63676911    1.26933499    0.74130258    8.58594328    1.27028119
1250.20000000 4819.76368598    1.26900244    0.74129265    8.58598234    1.27028312
1250.30000000 4819.89056960    1.26866989    0.74128271    8.58602139    1.27028504
1250.40000000 4820.01741996    1.26833734    0.74127279    8.58606043    1.27028697
1250.50000000 4820.14423706    1.26800478    0.74126286    8.58609946    1.27028889
1250.60000000 4820.27102091    1.26767222    0.74125294    8.58613848    1.27029082
1250.70000000 4820.39777151    1.26733965    0.74124302    8.58617750    1.27029274
1250.80000000 4820.52448884    1.26700708    0.74123310    8.58621650    1.27029467
1250.90000000 4820.65117292    1.26667450    0.74122318    8.58625549    1.27029659
1251.00000000 4820.77782374    1.26634193    0.74121327    8.58629447    1.27029851
1251.10000000 4820.90444130    1.26600934    0.74120336    8.58633344    1.27030043
1251.20000000 4821.03102561    1.26567676    0.74119346    8.58637240    1.27030235
1251.30000000 4821.15757665    1.26534417    0.74118355    8.58641136    1.27030427
1251.40000000 4821.28409444    1.26501158    0.74117365    8.58645030    1.27030619
1251.50000000 4821.41057897    1.26467898    0.74116375    8.58648923    1.27030811
1251.60000000 4821.53703023    1.26434638    0.74115385    8.58652816    1.27031003
1251.70000000 4821.66344824    1.26401377    0.74114396    8.58656707    1.27031195
1251.80000000 4821.78983299    1.26368116    0.74113407    8.58660597    1.27031387
1251.90000000 4821.91618447    1.26334855    0.74112418    8.58664487    1.27031579
1252.00000000 4822.04250270    1.26301593    0.74111430    8.58668375    1.27031771
1252.10000000 4822.16878766    1.26268331    0.74110442    8.58672262    1.27031962
1252.20000000 4822.29503936    1.26235068    0.74109454    8.58676149    1.27032154
1252.30000000 4822.42125779    1.26201806    0.74108466    8.58680034    1.27032346
1252.40000000 4822.54744297    1.26168542    0.74107478    8.58683919    1.27032537
1252.50000000 4822.67359488    1.26135279    0.74106491    8.58687802    1.27032729
1252.60000000 4822.79971352    1.26102015    0.74105504    8.58691685    1.27032920
1252.70000000 4822.92579890    1.26068750    0.74104518    8.58695566    1.27033112
1252.80000000 4823.05185102    1.26035485    0.74103531    8.58699447    1.27033303
1252.90000000 4823.17786987    1.26002220    0.74102545    8.58703326    1.27033494
1253.00000000 4823.30385546    1.25968955    0.74101560    8.58707205    1.27033685
1253.10000000 4823.42980778    1.25935689    0.74100574    8.58711082    1.27033877
1253.20000000 4823.55572683    1.25902422    0.74099589    8.58714959    1.27034068
1253.30000000 4823.68161262    1.25869155    0.74098604    8.58718835    1.27034259
1253.40000000 4823.80746514    1.25835888    0.74097619    8.58722709    1.27034450
1253.50000000 4823.93328440    1.25802621    0.74096635    8.58726583    1.27034641
1253.60000000 4824.05907038    1.25769353    0.74095650    8.58730456    1.27034832
1253.70000000 4824.18482310    1.25736084    0.74094666    8.58734327    1.27035023
1253.80000000 4824.31054255    1.25702816    0.74093683    8.58738198    1.27035214
1253.90000000 4824.43622873    1.25669547    0.74092699    8.58742068    1.27035405
1254.00000000 4824.56188164    1.25636277    0.74091716    8.58745936    1.27035595
1254.10000000 4824.68750128    1.25603007    0.74090734    8.58749804    1.27035786
1254.20000000 4824.81308766    1.25569737    0.74089751    8.58753671    1.27035977
1254.30000000 4824.93864076    1.25536466    0.74088769    8.58757537    1.27036167
1254.40000000 4825.06416059    1.25503195    0.74087787    8.58761402    1.27036358
1254.50000000 4825.18964715    1.25469924    0.74086805    8.58765266    1.27036548
1254.60000000 4825.31510044    1.25436652    0.74085824    8.58769128    1.27036739
1254.70000000 4825.44052045    1.25403380    0.74084842    8.58772990    1.27036929
1254.80000000 4825.56590719    1.25370107    0.74083861    8.58776851    1.27037120
1254.90000000 4825.69126066    1.25336834    0.74082881    8.58780711    1.27037310
1255.00000000 4825.81658086    1.25303561    0.74081900    8.58784570    1.27037500
1255.10000000 4825.94186778    1.25270287    0.74080920    8.58788428    1.27037691
1255.20000000 4826.06712143    1.25237013    0.74079940    8.58792285    1.27037881
1255.30000000 4826.19234181    1.25203739    0.74078961    8.58796141    1.27038071
1255.40000000 4826.31752891    1.25170464    0.74077982    8.58799996    1.27038261
