#       Tempo      Altitude       Vel rad     Densid    Volume    Raio balão
 773.80000000 3846.87537068    2.79245222    0.82078677    8.29883747    1.25596158
 773.90000000 3847.15460071    2.79214836    0.82076297    8.29891650    1.25596557
 774.00000000 3847.43380035    2.79184449    0.82073917    8.29899553    1.25596955
 774.10000000 3847.71296960    2.79154061    0.82071538    8.29907454    1.25597354
 774.20000000 3847.99210847    2.79123673    0.82069159    8.29915355    1.25597753
 774.30000000 3848.27121694    2.79093283    0.82066781    8.29923255    1.25598151
 774.40000000 3848.55029503    2.79062893    0.82064403    8.29931155    1.25598550
 774.50000000 3848.82934273    2.79032503    0.82062025    8.29939054    1.25598948
 774.60000000 3849.10836003    2.79002111    0.82059647    8.29946952    1.25599346
 774.70000000 3849.38734695    2.78971719    0.82057270    8.29954850    1.25599745
 774.80000000 3849.66630347    2.78941325    0.82054893    8.29962747    1.25600143
 774.90000000 3849.94522959    2.78910931    0.82052516    8.29970643    1.25600541
 775.00000000 3850.22412533    2.78880537    0.82050140    8.29978539    1.25600940
 775.10000000 3850.50299066    2.78850141    0.82047764    8.29986433    1.25601338
 775.20000000 3850.78182561    2.78819745    0.82045388    8.29994328    1.25601736
 775.30000000 3851.06063015    2.78789348    0.82043013    8.30002221    1.25602134
 775.40000000 3851.33940430    2.78758950    0.82040638    8.30010114    1.25602532
 775.50000000 3851.61814805    2.78728551    0.82038263    8.30018006    1.25602931
 775.60000000 3851.89686140    2.78698152    0.82035889    8.30025898    1.25603329
 775.70000000 3852.17554435    2.78667751    0.82033515    8.30033789    1.25603727
 775.80000000 3852.45419690    2.78637350    0.82031141    8.30041679    1.25604125
 775.90000000 3852.73281905    2.78606948    0.82028768    8.30049568    1.25604523
 776.00000000 3853.01141079    2.78576546    0.82026395    8.30057457    1.25604921
 776.10000000 3853.28997213    2.78546142    0.82024022    8.30065345    1.25605318
 776.20000000 3853.56850307    2.78515738    0.82021649    8.30073233    1.25605716
 776.30000000 3853.84700361    2.78485333    0.82019277    8.30081120    1.25606114
 776.40000000 3854.12547374    2.78454928    0.82016905    8.30089006    1.25606512
 776.50000000 3854.40391346    2.78424521    0.82014534    8.30096891    1.25606910
 776.60000000 3854.68232277    2.78394114    0.82012162    8.30104776    1.25607307
 776.70000000 3854.96070168    2.78363706    0.82009791    8.30112660    1.25607705
 776.80000000 3855.23905018    2.78333297    0.82007421    8.30120544    1.25608102
 776.90000000 3855.51736827    2.78302887    0.82005051    8.30128426    1.25608500
 777.00000000 3855.79565595    2.78272476    0.82002681    8.30136308    1.25608898
 777.10000000 3856.07391322    2.78242065    0.82000311    8.30144190    1.25609295
 777.20000000 3856.35214008    2.78211653    0.81997942    8.30152071    1.25609693
 777.30000000 3856.63033652    2.78181240    0.81995573    8.30159951    1.25610090
 777.40000000 3856.90850255    2.78150827    0.81993204    8.30167830    1.25610487
 777.50000000 3857.18663817    2.78120412    0.81990836    8.30175709    1.25610885
 777.60000000 3857.46474338    2.78089997    0.81988467    8.30183587    1.25611282
 777.70000000 3857.74281816    2.78059581    0.81986100    8.30191464    1.25611679
 777.80000000 3858.02086253    2.78029164    0.81983732    8.30199341    1.25612077
 777.90000000 3858.29887649    2.77998747    0.81981365    8.30207217    1.25612474
 778.00000000 3858.57686003    2.77968328    0.81978998    8.30215092    1.25612871
 778.10000000 3858.85481314    2.77937909    0.81976632    8.30222967    1.25613268
 778.20000000 3859.13273584    2.77907489    0.81974266    8.30230841    1.25613665
 778.30000000 3859.41062812    2.77877069    0.81971900    8.30238714    1.25614062
 778.40000000 3859.68848998    2.77846647    0.81969534    8.30246587    1.25614459
 778.50000000 3859.96632141    2.77816225    0.81967169    8.30254458    1.25614856
 778.60000000 3860.24412242    2.77785802    0.81964804    8.30262330    1.25615253
 778.70000000 3860.52189301    2.77755378    0.81962439    8.30270200    1.25615650
 778.80000000 3860.79963318    2.77724954    0.81960075    8.30278070    1.25616047
 778.90000000 3861.07734292    2.77694528    0.81957711    8.30285939    1.25616444
 779.00000000 3861.35502223    2.77664102    0.81955348    8.30293808    1.25616841
 779.10000000 3861.63267112    2.77633675    0.81952984    8.30301676    1.25617238
 779.20000000 3861.91028958    2.77603247    0.81950621    8.30309543    1.25617634
 779.30000000 3862.18787761    2.77572819    0.81948259    8.30317410    1.25618031
 779.40000000 3862.46543521    2.77542389    0.81945896    8.30325275    1.25618428
 779.50000000 3862.74296238    2.77511959    0.81943534    8.30333141    1.25618824
 779.60000000 3863.02045912    2.77481528    0.81941172    8.30341005    1.25619221
 779.70000000 3863.29792544    2.77451097    0.81938811    8.30348869    1.25619618
 779.80000000 3863.57536131    2.77420664    0.81936450    8.30356732    1.25620014
 779.90000000 3863.85276676    2.77390231    0.81934089    8.30364594    1.25620411
 780.00000000 3864.13014177    2.77359797    0.81931729    8.30372456    1.25620807
 780.10000000 3864.40748635    2.77329362    0.81929368    8.30380317    1.25621203
 780.20000000 3864.68480049    2.77298927    0.81927008    8.30388178    1.25621600
 780.30000000 3864.96208420    2.77268490    0.81924649    8.30396037    1.25621996
 780.40000000 3865.23933747    2.77238053    0.81922290    8.30403896    1.25622392
 780.50000000 3865.51656030    2.77207615    0.81919931    8.30411755    1.25622789
 780.60000000 3865.79375270    2.77177176    0.81917572    8.30419613    1.25623185
 780.70000000 3866.07091465    2.77146737    0.81915214    8.30427470    1.25623581
 780.80000000 3866.34804617    2.77116297    0.81912856    8.30435326    1.25623977
 780.90000000 3866.62514724    2.77085856    0.81910498    8.30443182    1.25624373
 781.00000000 3866.90221788    2.77055414    0.81908141    8.30451037    1.25624769
 781.10000000 3867.17925807    2.77024971    0.81905784    8.30458891    1.25625165
 781.20000000 3867.45626782    2.76994528    0.81903427    8.30466745    1.25625561
 781.30000000 3867.73324712    2.76964083    0.81901071    8.30474597    1.25625957
 781.40000000 3868.01019598    2.76933639    0.81898715    8.30482450    1.25626353
 781.50000000 3868.28711439    2.76903193    0.81896359    8.30490301    1.25626749
 781.60000000 3868.56400236    2.76872746    0.81894004    8.30498152    1.25627145
 781.70000000 3868.84085988    2.76842299    0.81891649    8.30506002    1.25627541
 781.80000000 3869.11768696    2.76811851    0.81889294    8.30513852    1.25627937
 781.90000000 3869.39448358    2.76781402    0.81886939    8.30521701    1.25628332
 782.00000000 3869.67124976    2.76750952    0.81884585    8.30529549    1.25628728
 782.10000000 3869.94798548    2.76720502    0.81882231    8.30537397    1.25629124
 782.20000000 3870.22469076    2.76690050    0.81879878    8.30545243    1.25629520
 782.30000000 3870.50136558    2.76659598    0.81877524    8.30553090    1.25629915
 782.40000000 3870.77800995    2.76629146    0.81875172    8.30560935    1.25630311
 782.50000000 3871.05462387    2.76598692    0.81872819    8.30568780    1.25630706
 782.60000000 3871.33120734    2.76568238    0.81870467    8.30576624    1.25631102
 782.70000000 3871.60776035    2.76537782    0.81868115    8.30584467    1.25631497
 782.80000000 3871.88428290    2.76507327    0.81865763    8.30592310    1.25631893
 782.90000000 3872.16077500    2.76476870    0.81863412    8.30600152    1.25632288
 783.00000000 3872.43723664    2.76446412    0.81861061    8.30607994    1.25632683
 783.10000000 3872.71366782    2.76415954    0.81858710    8.30615834    1.25633079
 783.20000000 3872.99006854    2.76385495    0.81856360    8.30623674    1.25633474
 783.30000000 3873.26643881    2.76355035    0.81854010    8.30631514    1.25633869
 783.40000000 3873.54277861    2.76324574    0.81851660    8.30639352    1.25634264
 783.50000000 3873.81908795    2.76294113    0.81849310    8.30647190    1.25634659
 783.60000000 3874.09536683    2.76263651    0.81846961    8.30655028    1.25635055
 783.70000000 3874.37161525    2.76233188    0.81844612    8.30662864    1.25635450
 783.80000000 3874.64783320    2.76202724    0.81842264    8.30670700    1.25635845
 783.90000000 3874.92402069    2.76172260    0.81839916    8.30678536    1.25636240
 784.00000000 3875.20017772    2.76141794    0.81837568    8.30686370    1.25636635
 784.10000000 3875.47630428    2.76111328    0.81835220    8.30694204    1.25637030
 784.20000000 3875.75240037    2.76080861    0.81832873    8.30702037    1.25637425
 784.30000000 3876.02846600    2.76050394    0.81830526    8.30709870    1.25637819
 784.40000000 3876.30450116    2.76019925    0.81828180    8.30717702    1.25638214
 784.50000000 3876.58050585    2.75989456    0.81825833    8.30725533    1.25638609
 784.60000000 3876.85648007    2.75958986    0.81823487    8.30733363    1.25639004
 784.70000000 3877.13242382    2.75928515    0.81821142    8.30741193    1.25639399
 784.80000000 3877.40833709    2.75898044    0.81818796    8.30749022    1.25639793
 784.90000000 3877.68421990    2.75867571    0.81816451    8.30756851    1.25640188
 785.00000000 3877.96007223    2.75837098    0.81814107    8.30764679    1.25640582
 785.10000000 3878.23589409    2.75806624    0.81811762    8.30772506    1.25640977
 785.20000000 3878.51168548    2.75776150    0.81809418    8.30780332    1.25641372
 785.30000000 3878.78744639    2.75745674    0.81807074    8.30788158    1.25641766
 785.40000000 3879.06317682    2.75715198    0.81804731    8.30795983    1.25642161
 785.50000000 3879.33887678    2.75684721    0.81802388    8.30803807    1.25642555
 785.60000000 3879.61454626    2.75654243    0.81800045    8.30811631    1.25642949
 785.70000000 3879.89018526    2.75623764    0.81797702    8.30819454    1.25643344
 785.80000000 3880.16579379    2.75593285    0.81795360    8.30827276    1.25643738
 785.90000000 3880.44137183    2.75562805    0.81793018    8.30835098    1.25644132
 786.00000000 3880.71691939    2.75532324    0.81790677    8.30842919    1.25644527
 786.10000000 3880.99243648    2.75501842    0.81788335    8.30850739    1.25644921
 786.20000000 3881.26792308    2.75471360    0.81785995    8.30858559    1.25645315
 786.30000000 3881.54337919    2.75440877    0.81783654    8.30866378    1.25645709
 786.40000000 3881.81880483    2.75410393    0.81781314    8.30874196    1.25646103
 786.50000000 3882.09419998    2.75379908    0.81778974    8.30882013    1.25646497
 786.60000000 3882.36956464    2.75349422    0.81776634    8.30889830    1.25646891
 786.70000000 3882.64489882    2.75318936    0.81774295    8.30897646    1.25647285
 786.80000000 3882.92020251    2.75288449    0.81771956    8.30905462    1.25647679
 786.90000000 3883.19547571    2.75257961    0.81769617    8.30913277    1.25648073
 787.00000000 3883.47071843    2.75227472    0.81767278    8.30921091    1.25648467
 787.10000000 3883.74593065    2.75196982    0.81764940    8.30928904    1.25648861
 787.20000000 3884.02111239    2.75166492    0.81762603    8.30936717    1.25649255
 787.30000000 3884.29626363    2.75136001    0.81760265    8.30944529    1.25649648
 787.40000000 3884.57138439    2.75105509    0.81757928    8.30952340    1.25650042
 787.50000000 3884.84647465    2.75075017    0.81755591    8.30960151    1.25650436
 787.60000000 3885.12153442    2.75044523    0.81753255    8.30967961    1.25650829
 787.70000000 3885.39656369    2.75014029    0.81750918    8.30975770    1.25651223
 787.80000000 3885.67156247    2.74983534    0.81748583    8.30983579    1.25651617
 787.90000000 3885.94653076    2.74953038    0.81746247    8.30991387    1.25652010
 788.00000000 3886.22146855    2.74922542    0.81743912    8.30999194    1.25652404
 788.10000000 3886.49637584    2.74892045    0.81741577    8.31007001    1.25652797
 788.20000000 3886.77125263    2.74861547    0.81739242    8.31014807    1.25653190
 788.30000000 3887.04609893    2.74831048    0.81736908    8.31022612    1.25653584
 788.40000000 3887.32091472    2.74800548    0.81734574    8.31030417    1.25653977
 788.50000000 3887.59570002    2.74770048    0.81732240    8.31038221    1.25654371
 788.60000000 3887.87045482    2.74739547    0.81729907    8.31046024    1.25654764
 788.70000000 3888.14517911    2.74709045    0.81727574    8.31053826    1.25655157
 788.80000000 3888.41987290    2.74678542    0.81725241    8.31061628    1.25655550
 788.90000000 3888.69453619    2.74648038    0.81722908    8.31069429    1.25655943
 789.00000000 3888.96916898    2.74617534    0.81720576    8.31077230    1.25656337
 789.10000000 3889.24377126    2.74587029    0.81718245    8.31085029    1.25656730
 789.20000000 3889.51834303    2.74556523    0.81715913    8.31092828    1.25657123
 789.30000000 3889.79288430    2.74526017    0.81713582    8.31100627    1.25657516
 789.40000000 3890.06739506    2.74495509    0.81711251    8.31108424    1.25657909
 789.50000000 3890.34187531    2.74465001    0.81708921    8.31116221    1.25658302
 789.60000000 3890.61632506    2.74434492    0.81706590    8.31124018    1.25658695
 789.70000000 3890.89074429    2.74403982    0.81704260    8.31131813    1.25659087
 789.80000000 3891.16513302    2.74373472    0.81701931    8.31139608    1.25659480
 789.90000000 3891.43949123    2.74342960    0.81699601    8.31147403    1.25659873
 790.00000000 3891.71381894    2.74312448    0.81697273    8.31155196    1.25660266
 790.10000000 3891.98811613    2.74281936    0.81694944    8.31162989    1.25660659
 790.20000000 3892.26238280    2.74251422    0.81692616    8.31170781    1.25661051
 790.30000000 3892.53661897    2.74220908    0.81690287    8.31178573    1.25661444
 790.40000000 3892.81082462    2.74190392    0.81687960    8.31186364    1.25661836
 790.50000000 3893.08499975    2.74159876    0.81685632    8.31194154    1.25662229
 790.60000000 3893.35914437    2.74129360    0.81683305    8.31201943    1.25662622
 790.70000000 3893.63325847    2.74098842    0.81680979    8.31209732    1.25663014
 790.80000000 3893.90734205    2.74068324    0.81678652    8.31217520    1.25663407
 790.90000000 3894.18139511    2.74037805    0.81676326    8.31225308    1.25663799
 791.00000000 3894.45541766    2.74007285    0.81674000    8.31233094    1.25664191
 791.10000000 3894.72940968    2.73976764    0.81671675    8.31240880    1.25664584
 791.20000000 3895.00337118    2.73946243    0.81669349    8.31248666    1.25664976
 791.30000000 3895.27730216    2.73915721    0.81667025    8.31256450    1.25665368
 791.40000000 3895.55120262    2.73885198    0.81664700    8.31264234    1.25665761
 791.50000000 3895.82507255    2.73854674    0.81662376    8.31272018    1.25666153
 791.60000000 3896.09891196    2.73824150    0.81660052    8.31279800    1.25666545
 791.70000000 3896.37272085    2.73793625    0.81657728    8.31287582    1.25666937
 791.80000000 3896.64649921    2.73763099    0.81655405    8.31295363    1.25667329
 791.90000000 3896.92024704    2.73732572    0.81653082    8.31303144    1.25667721
 792.00000000 3897.19396435    2.73702044    0.81650759    8.31310924    1.25668113
 792.10000000 3897.46765113    2.73671516    0.81648437    8.31318703    1.25668505
 792.20000000 3897.74130738    2.73640987    0.81646115    8.31326482    1.25668897
 792.30000000 3898.01493310    2.73610457    0.81643793    8.31334259    1.25669289
 792.40000000 3898.28852829    2.73579926    0.81641472    8.31342036    1.25669681
 792.50000000 3898.56209295    2.73549395    0.81639150    8.31349813    1.25670073
 792.60000000 3898.83562707    2.73518862    0.81636830    8.31357589    1.25670465
 792.70000000 3899.10913067    2.73488329    0.81634509    8.31365364    1.25670856
 792.80000000 3899.38260373    2.73457796    0.81632189    8.31373138    1.25671248
 792.90000000 3899.65604626    2.73427261    0.81629869    8.31380912    1.25671640
 793.00000000 3899.92945825    2.73396726    0.81627550    8.31388685    1.25672031
 793.10000000 3900.20283970    2.73366189    0.81625230    8.31396457    1.25672423
 793.20000000 3900.47619062    2.73335653    0.81622912    8.31404228    1.25672815
 793.30000000 3900.74951101    2.73305115    0.81620593    8.31411999    1.25673206
 793.40000000 3901.02280085    2.73274576    0.81618275    8.31419770    1.25673598
 793.50000000 3901.29606016    2.73244037    0.81615957    8.31427539    1.25673989
 793.60000000 3901.56928892    2.73213497    0.81613639    8.31435308    1.25674381
 793.70000000 3901.84248715    2.73182957    0.81611322    8.31443076    1.25674772
 793.80000000 3902.11565483    2.73152415    0.81609005    8.31450844    1.25675163
 793.90000000 3902.38879197    2.73121873    0.81606688    8.31458610    1.25675555
 794.00000000 3902.66189857    2.73091330    0.81604372    8.31466377    1.25675946
 794.10000000 3902.93497463    2.73060786    0.81602055    8.31474142    1.25676337
 794.20000000 3903.20802014    2.73030241    0.81599740    8.31481907    1.25676728
 794.30000000 3903.48103511    2.72999696    0.81597424    8.31489671    1.25677120
 794.40000000 3903.75401953    2.72969149    0.81595109    8.31497434    1.25677511
 794.50000000 3904.02697340    2.72938603    0.81592794    8.31505197    1.25677902
 794.60000000 3904.29989673    2.72908055    0.81590480    8.31512959    1.25678293
 794.70000000 3904.57278951    2.72877506    0.81588166    8.31520720    1.25678684
 794.80000000 3904.84565174    2.72846957    0.81585852    8.31528481    1.25679075
 794.90000000 3905.11848342    2.72816407    0.81583538    8.31536240    1.25679466
 795.00000000 3905.39128455    2.72785856    0.81581225    8.31544000    1.25679857
 795.10000000 3905.66405513    2.72755304    0.81578912    8.31551758    1.25680248
 795.20000000 3905.93679516    2.72724752    0.81576599    8.31559516    1.25680638
 795.30000000 3906.20950463    2.72694199    0.81574287    8.31567273    1.25681029
 795.40000000 3906.48218355    2.72663645    0.81571975    8.31575030    1.25681420
 795.50000000 3906.75483192    2.72633090    0.81569663    8.31582785    1.25681811
 795.60000000 3907.02744973    2.72602535    0.81567352    8.31590540    1.25682201
 795.70000000 3907.30003699    2.72571979    0.81565041    8.31598295    1.25682592
 795.80000000 3907.57259368    2.72541422    0.81562730    8.31606048    1.25682983
 795.90000000 3907.84511983    2.72510864    0.81560420    8.31613801    1.25683373
 796.00000000 3908.11761541    2.72480305    0.81558110    8.31621554    1.25683764
 796.10000000 3908.39008043    2.72449746    0.81555800    8.31629305    1.25684154
 796.20000000 3908.66251490    2.72419186    0.81553490    8.31637056    1.25684545
 796.30000000 3908.93491880    2.72388625    0.81551181    8.31644807    1.25684935
 796.40000000 3909.20729215    2.72358063    0.81548872    8.31652556    1.25685325
 796.50000000 3909.47963493    2.72327501    0.81546564    8.31660305    1.25685716
 796.60000000 3909.75194714    2.72296938    0.81544255    8.31668053    1.25686106
 796.70000000 3910.02422880    2.72266374    0.81541947    8.31675801    1.25686496
 796.80000000 3910.29647989    2.72235809    0.81539640    8.31683547    1.25686887
 796.90000000 3910.56870041    2.72205243    0.81537333    8.31691293    1.25687277
 797.00000000 3910.84089037    2.72174677    0.81535026    8.31699039    1.25687667
 797.10000000 3911.11304976    2.72144110    0.81532719    8.31706784    1.25688057
 797.20000000 3911.38517859    2.72113542    0.81530413    8.31714528    1.25688447
 797.30000000 3911.65727684    2.72082974    0.81528107    8.31722271    1.25688837
 797.40000000 3911.92934453    2.72052404    0.81525801    8.31730014    1.25689227
 797.50000000 3912.20138165    2.72021834    0.81523495    8.31737755    1.25689617
 797.60000000 3912.47338820    2.71991263    0.81521190    8.31745497    1.25690007
 797.70000000 3912.74536417    2.71960691    0.81518886    8.31753237    1.25690397
 797.80000000 3913.01730957    2.71930119    0.81516581    8.31760977    1.25690787
 797.90000000 3913.28922441    2.71899546    0.81514277    8.31768716    1.25691177
 798.00000000 3913.56110866    2.71868972    0.81511973    8.31776455    1.25691567
 798.10000000 3913.83296235    2.71838397    0.81509669    8.31784193    1.25691956
 798.20000000 3914.10478546    2.71807821    0.81507366    8.31791930    1.25692346
 798.30000000 3914.37657799    2.71777245    0.81505063    8.31799666    1.25692736
 798.40000000 3914.64833994    2.71746668    0.81502761    8.31807402    1.25693125
 798.50000000 3914.92007132    2.71716090    0.81500458    8.31815137    1.25693515
 798.60000000 3915.19177212    2.71685512    0.81498157    8.31822871    1.25693905
 798.70000000 3915.46344234    2.71654932    0.81495855    8.31830605    1.25694294
 798.80000000 3915.73508198    2.71624352    0.81493554    8.31838338    1.25694684
 798.90000000 3916.00669104    2.71593771    0.81491253    8.31846070    1.25695073
 799.00000000 3916.27826952    2.71563189    0.81488952    8.31853802    1.25695462
 799.10000000 3916.54981741    2.71532607    0.81486651    8.31861532    1.25695852
 799.20000000 3916.82133473    2.71502023    0.81484351    8.31869263    1.25696241
 799.30000000 3917.09282146    2.71471439    0.81482052    8.31876992    1.25696630
 799.40000000 3917.36427760    2.71440855    0.81479752    8.31884721    1.25697020
 799.50000000 3917.63570316    2.71410269    0.81477453    8.31892449    1.25697409
 799.60000000 3917.90709814    2.71379683    0.81475154    8.31900176    1.25697798
 799.70000000 3918.17846252    2.71349096    0.81472856    8.31907903    1.25698187
 799.80000000 3918.44979632    2.71318508    0.81470557    8.31915629    1.25698576
 799.90000000 3918.72109954    2.71287919    0.81468259    8.31923354    1.25698965
 800.00000000 3918.99237216    2.71257330    0.81465962    8.31931079    1.25699355
 800.10000000 3919.26361419    2.71226739    0.81463665    8.31938803    1.25699744
 800.20000000 3919.53482564    2.71196148    0.81461368    8.31946526    1.25700133
 800.30000000 3919.80600649    2.71165557    0.81459071    8.31954249    1.25700521
 800.40000000 3920.07715675    2.71134964    0.81456775    8.31961971    1.25700910
 800.50000000 3920.34827641    2.71104371    0.81454479    8.31969692    1.25701299
 800.60000000 3920.61936549    2.71073777    0.81452183    8.31977412    1.25701688
 800.70000000 3920.89042396    2.71043182    0.81449888    8.31985132    1.25702077
 800.80000000 3921.16145185    2.71012586    0.81447593    8.31992851    1.25702466
 800.90000000 3921.43244913    2.70981990    0.81445298    8.32000570    1.25702854
 801.00000000 3921.70341582    2.70951393    0.81443003    8.32008287    1.25703243
 801.10000000 3921.97435192    2.70920795    0.81440709    8.32016004    1.25703632
 801.20000000 3922.24525741    2.70890196    0.81438415    8.32023721    1.25704020
 801.30000000 3922.51613231    2.70859597    0.81436122    8.32031436    1.25704409
 801.40000000 3922.78697660    2.70828997    0.81433829    8.32039151    1.25704797
 801.50000000 3923.05779030    2.70798396    0.81431536    8.32046865    1.25705186
 801.60000000 3923.32857339    2.70767794    0.81429243    8.32054579    1.25705574
 801.70000000 3923.59932588    2.70737192    0.81426951    8.32062292    1.25705963
 801.80000000 3923.87004777    2.70706588    0.81424659    8.32070004    1.25706351
 801.90000000 3924.14073906    2.70675984    0.81422367    8.32077715    1.25706739
 802.00000000 3924.41139974    2.70645379    0.81420076    8.32085426    1.25707128
 802.10000000 3924.68202981    2.70614774    0.81417785    8.32093136    1.25707516
 802.20000000 3924.95262928    2.70584167    0.81415494    8.32100846    1.25707904
 802.30000000 3925.22319814    2.70553560    0.81413204    8.32108554    1.25708292
 802.40000000 3925.49373640    2.70522952    0.81410914    8.32116262    1.25708680
 802.50000000 3925.76424404    2.70492344    0.81408624    8.32123969    1.25709069
 802.60000000 3926.03472108    2.70461734    0.81406335    8.32131676    1.25709457
 802.70000000 3926.30516751    2.70431124    0.81404046    8.32139382    1.25709845
 802.80000000 3926.57558332    2.70400513    0.81401757    8.32147087    1.25710233
 802.90000000 3926.84596853    2.70369901    0.81399468    8.32154792    1.25710621
 803.00000000 3927.11632312    2.70339289    0.81397180    8.32162495    1.25711009
 803.10000000 3927.38664711    2.70308676    0.81394892    8.32170199    1.25711396
 803.20000000 3927.65694047    2.70278062    0.81392605    8.32177901    1.25711784
 803.30000000 3927.92720323    2.70247447    0.81390317    8.32185603    1.25712172
 803.40000000 3928.19743536    2.70216831    0.81388031    8.32193304    1.25712560
 803.50000000 3928.46763689    2.70186215    0.81385744    8.32201004    1.25712948
 803.60000000 3928.73780779    2.70155598    0.81383458    8.32208704    1.25713335
 803.70000000 3929.00794808    2.70124980    0.81381172    8.32216403    1.25713723
 803.80000000 3929.27805775    2.70094361    0.81378886    8.32224101    1.25714111
 803.90000000 3929.54813680    2.70063742    0.81376601    8.32231798    1.25714498
 804.00000000 3929.81818523    2.70033122    0.81374315    8.32239495    1.25714886
 804.10000000 3930.08820304    2.70002501    0.81372031    8.32247191    1.25715273
 804.20000000 3930.35819022    2.69971879    0.81369746    8.32254887    1.25715661
 804.30000000 3930.62814679    2.69941256    0.81367462    8.32262581    1.25716048
 804.40000000 3930.89807273    2.69910633    0.81365178    8.32270276    1.25716436
 804.50000000 3931.16796805    2.69880009    0.81362895    8.32277969    1.25716823
 804.60000000 3931.43783275    2.69849384    0.81360612    8.32285662    1.25717210
 804.70000000 3931.70766682    2.69818759    0.81358329    8.32293354    1.25717597
 804.80000000 3931.97747026    2.69788132    0.81356046    8.32301045    1.25717985
 804.90000000 3932.24724308    2.69757505    0.81353764    8.32308735    1.25718372
 805.00000000 3932.51698527    2.69726877    0.81351482    8.32316425    1.25718759
 805.10000000 3932.78669683    2.69696249    0.81349200    8.32324114    1.25719146
 805.20000000 3933.05637776    2.69665619    0.81346919    8.32331803    1.25719533
 805.30000000 3933.32602807    2.69634989    0.81344638    8.32339491    1.25719920
 805.40000000 3933.59564774    2.69604358    0.81342357    8.32347178    1.25720307
 805.50000000 3933.86523678    2.69573727    0.81340077    8.32354864    1.25720694
 805.60000000 3934.13479519    2.69543094    0.81337797    8.32362550    1.25721081
 805.70000000 3934.40432297    2.69512461    0.81335517    8.32370235    1.25721468
 805.80000000 3934.67382011    2.69481827    0.81333238    8.32377919    1.25721855
 805.90000000 3934.94328662    2.69451192    0.81330959    8.32385603    1.25722242
 806.00000000 3935.21272249    2.69420557    0.81328680    8.32393286    1.25722629
 806.10000000 3935.48212773    2.69389920    0.81326401    8.32400968    1.25723016
 806.20000000 3935.75150233    2.69359283    0.81324123    8.32408649    1.25723402
 806.30000000 3936.02084629    2.69328646    0.81321845    8.32416330    1.25723789
 806.40000000 3936.29015962    2.69298007    0.81319568    8.32424010    1.25724176
 806.50000000 3936.55944230    2.69267368    0.81317291    8.32431690    1.25724562
 806.60000000 3936.82869435    2.69236727    0.81315014    8.32439368    1.25724949
 806.70000000 3937.09791576    2.69206087    0.81312737    8.32447046    1.25725335
 806.80000000 3937.36710653    2.69175445    0.81310461    8.32454724    1.25725722
 806.90000000 3937.63626665    2.69144802    0.81308185    8.32462400    1.25726108
 807.00000000 3937.90539613    2.69114159    0.81305909    8.32470076    1.25726495
 807.10000000 3938.17449496    2.69083515    0.81303634    8.32477751    1.25726881
 807.20000000 3938.44356316    2.69052871    0.81301359    8.32485426    1.25727267
 807.30000000 3938.71260070    2.69022225    0.81299084    8.32493100    1.25727654
 807.40000000 3938.98160760    2.68991579    0.81296809    8.32500773    1.25728040
 807.50000000 3939.25058386    2.68960932    0.81294535    8.32508445    1.25728426
 807.60000000 3939.51952946    2.68930284    0.81292262    8.32516117    1.25728812
 807.70000000 3939.78844442    2.68899636    0.81289988    8.32523788    1.25729199
 807.80000000 3940.05732873    2.68868986    0.81287715    8.32531458    1.25729585
 807.90000000 3940.32618239    2.68838336    0.81285442    8.32539128    1.25729971
 808.00000000 3940.59500540    2.68807685    0.81283169    8.32546797    1.25730357
 808.10000000 3940.86379776    2.68777034    0.81280897    8.32554465    1.25730743
 808.20000000 3941.13255947    2.68746381    0.81278625    8.32562133    1.25731129
 808.30000000 3941.40129052    2.68715728    0.81276354    8.32569799    1.25731515
 808.40000000 3941.66999092    2.68685074    0.81274082    8.32577466    1.25731901
 808.50000000 3941.93866066    2.68654420    0.81271811    8.32585131    1.25732287
 808.60000000 3942.20729975    2.68623764    0.81269541    8.32592796    1.25732672
 808.70000000 3942.47590819    2.68593108    0.81267270    8.32600460    1.25733058
 808.80000000 3942.74448597    2.68562451    0.81265000    8.32608123    1.25733444
 808.90000000 3943.01303309    2.68531793    0.81262730    8.32615786    1.25733830
 809.00000000 3943.28154955    2.68501135    0.81260461    8.32623448    1.25734215
 809.10000000 3943.55003535    2.68470476    0.81258192    8.32631109    1.25734601
 809.20000000 3943.81849050    2.68439816    0.81255923    8.32638769    1.25734987
 809.30000000 3944.08691498    2.68409155    0.81253655    8.32646429    1.25735372
 809.40000000 3944.35530880    2.68378493    0.81251386    8.32654088    1.25735758
 809.50000000 3944.62367196    2.68347831    0.81249119    8.32661747    1.25736143
 809.60000000 3944.89200446    2.68317168    0.81246851    8.32669405    1.25736529
 809.70000000 3945.16030630    2.68286504    0.81244584    8.32677062    1.25736914
 809.80000000 3945.42857747    2.68255840    0.81242317    8.32684718    1.25737299
 809.90000000 3945.69681797    2.68225174    0.81240050    8.32692373    1.25737685
 810.00000000 3945.96502781    2.68194508    0.81237784    8.32700028    1.25738070
 810.10000000 3946.23320699    2.68163841    0.81235518    8.32707683    1.25738455
 810.20000000 3946.50135549    2.68133174    0.81233252    8.32715336    1.25738840
 810.30000000 3946.76947333    2.68102505    0.81230987    8.32722989    1.25739226
 810.40000000 3947.03756050    2.68071836    0.81228722    8.32730641    1.25739611
