#       Tempo      Altitude    Velocidade         Massa        Pressão            P_h        Raio_b
1610.00000000 9551.41290468    5.96401086    6.27302649 31319.67271094 30057.11826810    1.67006392
1620.00000000 9611.07989522    5.96937356    6.27302649 31060.24758786 29813.15984995    1.67381353
1630.00000000 9670.80009923    5.97465317    6.27302649 30802.38171154 29570.97242472    1.67757383
1640.00000000 9730.57267431    5.97984739    6.27302649 30546.07358372 29330.55295270    1.68134469
1650.00000000 9790.39675486    5.98495387    6.27302649 30291.32169722 29091.89835446    1.68512602
1660.00000000 9850.27145156    5.98997022    6.27302649 30038.12453592 28855.00550994    1.68891769
1670.00000000 9910.19585102    5.99489401    6.27302649 29786.48057402 28619.87125772    1.69271958
1680.00000000 9970.16901526    5.99972276    6.27302649 29536.38827612 28386.49239412    1.69653157
1690.00000000 10030.18998138    6.00445396    6.27302649 29287.84609643 28154.86567239    1.70035351
1700.00000000 10090.25776103    6.00908503    6.27302649 29040.85247869 27924.98780190    1.70418529
1710.00000000 10150.37134003    6.01361339    6.27302649 28795.40585560 27696.85544729    1.70802676
1720.00000000 10210.52967793    6.01803637    6.27302649 28551.50464831 27470.46522763    1.71187778
1730.00000000 10270.73170747    6.02235127    6.27302649 28309.14726633 27245.81371561    1.71573819
1740.00000000 10330.97633425    6.02655535    6.27302649 28068.33210690 27022.89743671    1.71960785
1750.00000000 10391.26243618    6.03064583    6.27302649 27829.05755451 26801.71286836    1.72348660
1760.00000000 10451.58886305    6.03461987    6.27302649 27591.32198069 26582.25643912    1.72737428
1770.00000000 10511.95443611    6.03847458    6.27302649 27355.12374319 26364.52452788    1.73127072
1780.00000000 10572.35794753    6.04220704    6.27302649 27120.46118599 26148.51346302    1.73517574
1790.00000000 10632.79815993    6.04581428    6.27302649 26887.33263861 25934.21952162    1.73908918
1800.00000000 10693.27380602    6.04929327    6.27302649 26655.73641545 25721.63892864    1.74301086
1810.00000000 10753.78358793    6.05264094    6.27302649 26425.67081583 25510.76785616    1.74694058
1820.00000000 10814.32617693    6.05585416    6.27302649 26197.13412295 25301.60242256    1.75087815
1830.00000000 10874.90021282    6.05892978    6.27302649 25970.12460380 25094.13869173    1.75482339
1840.00000000 10935.50430348    6.06186458    6.27302649 25744.64050850 24888.37267238    1.75877609
1850.00000000 10996.13702440    6.06465528    6.27302649 25520.68006985 24684.30031718    1.76273605
1860.00000000 11056.79691817    6.06729859    6.27302649 25298.24150278 24481.91752210    1.76670305
1870.00000000 11117.48249398    6.06979113    6.27302649 25077.32300394 24281.22012563    1.77067688
1880.00000000 11178.19222720    6.07212950    6.27302649 24857.92275102 24082.20390811    1.77465731
1890.00000000 11238.92455879    6.07431022    6.27302649 24640.03890241 23884.86459096    1.77864414
1900.00000000 11299.67789487    6.07632980    6.27302649 24423.66959649 23689.19783605    1.78263711
1910.00000000 11360.45060616    6.07818467    6.27302649 24208.81295139 23495.19924505    1.78663600
1920.00000000 11421.24102757    6.07987122    6.27302649 23995.46706407 23302.86435871    1.79064056
1930.00000000 11482.04745769    6.08138580    6.27302649 23783.63001001 23112.18865628    1.79465055
1940.00000000 11542.86815819    6.08272468    6.27302649 23573.29984274 22923.16755490    1.79866572
1950.00000000 11603.70135342    6.08388412    6.27302649 23364.47459314 22735.79640900    1.80268580
1960.00000000 11664.54522994    6.08486030    6.27302649 23157.15226881 22550.07050973    1.80671055
1970.00000000 11725.39793594    6.08564937    6.27302649 22951.33085373 22365.98508446    1.81073968
1980.00000000 11786.25758081    6.08624742    6.27302649 22747.00830758 22183.53529620    1.81477294
1990.00000000 11847.12223459    6.08665049    6.27302649 22544.18256524 22002.71624317    1.81881003
2000.00000000 11907.98992753    6.08685458    6.27302649 22342.85153616 21823.52295829    1.82285068
2010.00000000 11968.85864958    6.08685563    6.27302649 22143.01310384 21645.95040881    1.82689460
2020.00000000 12029.72634993    6.08664955    6.27302649 21944.66512517 21469.99349583    1.83094150
2030.00000000 12090.59093646    6.08623217    6.27302649 21747.80543011 21295.64705401    1.83499107
2040.00000000 12151.45027531    6.08559931    6.27302649 21552.43182086 21122.90585114    1.83904302
2050.00000000 12212.30219044    6.08474671    6.27302649 21358.54207141 20951.76458793    1.84309704
2060.00000000 12273.14446305    6.08367009    6.27302649 21166.13392696 20782.21789764    1.84715281
2070.00000000 12333.97483121    6.08236510    6.27302649 20975.20510342 20614.26034594    1.85121001
2080.00000000 12394.79098935    6.08082735    6.27302649 20785.75328669 20447.88643062    1.85526832
2090.00000000 12455.59058779    6.07905242    6.27302649 20597.77613232 20283.09058148    1.85932742
2100.00000000 12516.37123233    6.07703582    6.27302649 20411.27126473 20119.86716019    1.86338697
2110.00000000 12577.13048377    6.07477304    6.27302649 20226.23627680 19958.21046022    1.86744662
2120.00000000 12637.86585747    6.07225950    6.27302649 20042.66872930 19798.11470675    1.87150605
2130.00000000 12698.57482289    6.06949061    6.27302649 19860.56615042 19639.57405671    1.87556490
2140.00000000 12759.25480320    6.06646171    6.27302649 19679.92603506 19482.58259880    1.87962282
2150.00000000 12819.90317486    6.06316810    6.27302649 19500.74584445 19327.13435359    1.88367945
2160.00000000 12880.51726724    6.05960505    6.27302649 19323.02300537 19173.22327360    1.88773444
2170.00000000 12941.09436207    6.05576780    6.27302649 19146.75491020 19020.84324351    1.89178741
2180.00000000 13001.63169324    6.05165151    6.27302649 18971.93891570 18869.98808038    1.89583800
2190.00000000 13062.12644623    6.04725135    6.27302649 18798.57234319 18720.65153389    1.89988584
2200.00000000 13122.57575789    6.04256243    6.27302649 18626.65247752 18572.82728663    1.90393054
2210.00000000 13182.97671599    6.03757982    6.27302649 18456.17656682 18426.50895452    1.90797173
2220.00000000 13243.32635885    6.03229855    6.27302649 18287.14182220 18281.69008715    1.91200901
2230.00000000 13303.62167507    6.02671365    6.27302649 18119.54541699 18138.36416828    1.91604201
2240.00000000 13363.85960315    6.02082009    6.27302649 17953.38448644 17996.52461631    1.92007033
2250.00000000 13424.03703117    6.01461280    6.27302649 17788.65612738 17856.16478484    1.92409357
2260.00000000 13484.15079653    6.00808670    6.27302649 17625.35739759 17717.27796329    1.92811133
2270.00000000 13544.19768555    6.00123668    6.27302649 17463.48531569 17579.85737753    1.93212321
2280.00000000 13604.17443334    5.99405759    6.27302649 17303.03686057 17443.89619060    1.93612881
2290.00000000 13664.07772341    5.98654428    6.27302649 17144.00897101 17309.38750346    1.94012770
2300.00000000 13723.90418751    5.97869153    6.27302649 16986.39854550 17176.32435579    1.94411949
2310.00000000 13783.65040533    5.97049415    6.27302649 16830.20244177 17044.69972683    1.94810376
2320.00000000 13843.31290438    5.96194690    6.27302649 16675.41747642 16914.50653632    1.95208009
2330.00000000 13902.88815966    5.95304452    6.27302649 16522.04042492 16785.73764544    1.95604807
2340.00000000 13962.37259359    5.94378175    6.27302649 16370.06802105 16658.38585782    1.96000726
2350.00000000 14021.76257579    5.93415330    6.27302649 16219.49695685 16532.44392059    1.96395725
2360.00000001 14081.05442294    5.92415386    6.27302649 16070.32388232 16407.90452550    1.96789761
2370.00000001 14140.24439870    5.91377813    6.27302649 15922.54540520 16284.76031008    1.97182792
2380.00000001 14199.32871357    5.90302079    6.27302649 15776.15809084 16163.00385882    1.97574775
2390.00000001 14258.30352479    5.89187652    6.27302649 15631.15846205 16042.62770448    1.97965666
2400.00000001 14317.16493630    5.88033996    6.27302649 15487.54299900 15923.62432934    1.98355422
2410.00000001 14375.90636337    5.86740462    6.27302649 15345.35592026 15790.24205783    1.98794752
2420.00000001 14434.50925186    5.85310850    6.27302649 15204.79052197 15653.35474600    1.99265080
2430.00000001 14492.96720747    5.83841438    6.27302649 15065.85811987 15523.26880422    1.99733710
2440.00000001 14551.27613921    5.82330029    6.27302649 14928.54702169 15398.92199965    2.00200490
2450.00000001 14609.43174975    5.80774724    6.27302649 14792.84597019 15279.46285335    2.00665284
2460.00000001 14667.42956666    5.79173909    6.27302649 14658.74405510 15164.20808137    2.01127978
2470.00000001 14725.26496822    5.77526204    6.27302649 14526.23064172 15052.60862980    2.01588466
2480.00000001 14782.93320449    5.75830418    6.27302649 14395.29531419 14944.22258130    2.02046657
2490.00000001 14840.42941442    5.74085515    6.27302649 14265.92783057 14838.69354864    2.02502467
2500.00000001 14897.74863971    5.72290583    6.27302649 14138.11808731 14735.73344610    2.02955820
2510.00000001 14954.88583625    5.70444813    6.27302649 14011.85609128 14635.10875169    2.03406645
2520.00000001 15011.83588353    5.68547483    6.27302649 13887.13193757 14536.62955181    2.03854879
2530.00000001 15068.59359228    5.66597939    6.27302649 13763.93579237 14440.14080328    2.04300459
2540.00000001 15125.15371099    5.64595588    6.27302649 13642.25787940 14345.51536224    2.04743328
2550.00000001 15181.51093119    5.62539882    6.27302649 13522.08846962 14252.64842101    2.05183432
2560.00000001 15237.65989200    5.60430319    6.27302649 13403.41787326 14161.45306707    2.05620717
2570.00000001 15293.59518391    5.58266429    6.27302649 13286.23643392 14071.85673641    2.06055134
2580.00000001 15349.31135224    5.56047776    6.27302649 13170.53452393 13983.79838008    2.06486635
2590.00000001 15404.80289989    5.53773949    6.27302649 13056.30254131 13897.22619947    2.06915172
2600.00000001 15460.06428989    5.51444561    6.27302649 12943.53090763 13812.09583549    2.07340701
2610.00000001 15515.08994778    5.49059248    6.27302649 12832.21006648 13728.36891984    2.07763178
2620.00000001 15569.87426359    5.46617664    6.27302649 12722.33048276 13646.01191556    2.08182560
2630.00000001 15624.41159382    5.44119483    6.27302649 12613.88264241 13564.99518861    2.08598805
2640.00000001 15678.69626310    5.41564395    6.27302649 12506.85705278 13485.29226412    2.09011874
2650.00000001 15732.72256601    5.38952108    6.27302649 12401.24424284 13406.87923026    2.09421727
2660.00000001 15786.48476861    5.36282344    6.27302649 12297.03476415 13329.73426025    2.09828326
2670.00000001 15839.97710999    5.33554841    6.27302649 12194.21919183 13253.83722892    2.10231633
2680.00000001 15893.19380379    5.30769353    6.27302649 12092.78812566 13179.16940494    2.10631611
2690.00000001 15946.12903968    5.27925646    6.27302649 11992.73219146 13105.71320384    2.11028226
2700.00000001 15998.77698491    5.25023504    6.27302649 11894.04204233 13033.45198950    2.11421442
2710.00000001 16051.13178562    5.22062723    6.27302649 11796.70836041 12962.36991482    2.11811225
2720.00000001 16103.18756841    5.19043115    6.27302649 11700.72185827 12892.45179354    2.12197543
2730.00000001 16154.93844170    5.15964506    6.27302649 11606.07328068 12823.68299737    2.12580363
2740.00000001 16206.37849731    5.12826736    6.27302649 11512.75340612 12756.04937315    2.12959655
2750.00000001 16257.50181185    5.09629662    6.27302649 11420.75304863 12689.53717642    2.13335387
2760.00000001 16308.30244819    5.06373152    6.27302649 11330.06305959 12624.13301784    2.13707531
2770.00000001 16358.77445702    5.03057093    6.27302649 11240.67432933 12559.82382032    2.14076057
2780.00000001 16408.91187827    4.99681386    6.27302649 11152.57778914 12496.59678449    2.14440937
2790.00000001 16458.70874274    4.96245945    6.27302649 11065.76441283 12434.43936098    2.14802145
2800.00000001 16508.15907356    4.92750703    6.27302649 10980.22521871 12373.33922820    2.15159654
2810.00000001 16557.25688784    4.89195606    6.27302649 10895.95127129 12313.28427458    2.15513439
2820.00000002 16605.99619812    4.85580618    6.27302649 10812.93368318 12254.26258431    2.15863476
2830.00000002 16654.37101411    4.81905718    6.27302649 10731.16361683 12196.26242594    2.16209739
2840.00000002 16702.37534417    4.78170901    6.27302649 10650.63228641 12139.27224338    2.16552206
2850.00000002 16750.00319708    4.74376178    6.27302649 10571.33095948 12083.28064865    2.16890856
2860.00000002 16797.24858355    4.70521578    6.27302649 10493.25095898 12028.27641621    2.17225666
2870.00000002 16844.10551800    4.66607147    6.27302649 10416.38366485 11974.24847846    2.17556615
2880.00000002 16890.56802021    4.62632946    6.27302649 10340.72051586 11921.18592221    2.17883685
2890.00000002 16936.63011704    4.58599054    6.27302649 10266.25301135 11869.07798596    2.18206854
2900.00000002 16982.28584410    4.54505568    6.27302649 10192.97271303 11817.91405775    2.18526106
2910.00000002 17027.52924753    4.50352601    6.27302649 10120.87124672 11767.68367357    2.18841423
2920.00000002 17072.35438571    4.46140286    6.27302649 10049.94030408 11718.37651609    2.19152786
2930.00000002 17116.75533113    4.41868772    6.27302649 9980.17164418 11669.98241382    2.19460181
2940.00000002 17160.72617201    4.37538226    6.27302649 9911.55709544 11622.49134040    2.19763592
2950.00000002 17204.26101429    4.33148832    6.27302649 9844.08855704 11575.89341415    2.20063003
2960.00000002 17247.35398326    4.28700795    6.27302649 9777.75800076 11530.17889777    2.20358400
2970.00000002 17289.99922554    4.24194336    6.27302649 9712.55747251 11485.33819815    2.20649770
2980.00000002 17332.19091077    4.19629696    6.27302649 9648.47909403 11441.36186626    2.20937100
2990.00000002 17373.92323357    4.15007132    6.27302649 9585.51506443 11398.24059711    2.21220378
3000.00000002 17415.19041529    4.10326923    6.27302649 9523.65766186 11355.96522980    2.21499592
3010.00000002 17455.98670602    4.05589363    6.27302649 9462.89924484 11314.52674751    2.21774732
