    Altitude       Raio_b        P_h - P       dR/dp       Beta_e
1273.95100000    1.23186827  417.69369331    0.00004312 18369.95820790
1278.82400000    1.23204748  421.85064845    0.00004318 18357.07664054
1283.69700000    1.23222673  426.00254119    0.00004324 18344.20271809
1288.57000000    1.23240602  430.14937540    0.00004331 18331.33643667
1293.44300000    1.23258536  434.29115494    0.00004337 18318.47779244
1298.31600000    1.23276474  438.42788368    0.00004343 18305.62678154
1303.18900000    1.23294417  442.55956549    0.00004350 18292.78340013
1308.06200000    1.23312364  446.68620421    0.00004356 18279.94764435
1312.93500000    1.23330315  450.80780371    0.00004362 18267.11951036
1317.80800000    1.23348271  454.92436785    0.00004369 18254.29899430
1322.68100000    1.23366232  459.03590047    0.00004375 18241.48609234
1327.55400000    1.23384197  463.14240543    0.00004382 18228.68080063
1332.42700000    1.23402166  467.24388657    0.00004388 18215.88311533
1337.30000000    1.23420140  471.34034775    0.00004395 18203.09303260
1342.17300000    1.23438118  475.43179280    0.00004401 18190.31054861
1347.04600000    1.23456101  479.51822557    0.00004408 18177.53565951
1351.91900000    1.23474088  483.59964990    0.00004414 18164.76836147
1356.79200000    1.23492080  487.67606962    0.00004421 18152.00865067
1361.66500000    1.23510076  491.74748858    0.00004427 18139.25652326
1366.53800000    1.23528076  495.81391060    0.00004434 18126.51197542
1371.41100000    1.23546081  499.87533952    0.00004440 18113.77500332
1376.28400000    1.23564091  503.93177917    0.00004447 18101.04560314
1381.15700000    1.23582105  507.98323338    0.00004454 18088.32377105
1386.03000000    1.23600123  512.02970596    0.00004460 18075.60950322
1390.90300000    1.23618146  516.07120074    0.00004467 18062.90279584
1395.77600000    1.23636174  520.10772155    0.00004473 18050.20364508
1400.64900000    1.23654205  524.13927220    0.00004480 18037.51204714
1405.52200000    1.23672242  528.16585651    0.00004487 18024.82799818
1410.39500000    1.23690282  532.18747829    0.00004493 18012.15149441
1415.26800000    1.23708328  536.20414136    0.00004500 17999.48253199
1420.14100000    1.23726377  540.21584952    0.00004507 17986.82110713
1425.01400000    1.23744432  544.22260658    0.00004513 17974.16721602
1429.88700000    1.23762490  548.22441636    0.00004520 17961.52085483
1434.76000000    1.23780553  552.22128264    0.00004527 17948.88201978
1439.63300000    1.23798621  556.21320924    0.00004533 17936.25070705
1444.50600000    1.23816693  560.20019996    0.00004540 17923.62691284
1449.37900000    1.23834770  564.18225858    0.00004547 17911.01063335
1454.25200000    1.23852851  568.15938891    0.00004554 17898.40186478
1459.12500000    1.23870937  572.13159474    0.00004560 17885.80060333
1463.99800000    1.23889027  576.09887987    0.00004567 17873.20684521
1468.87100000    1.23907121  580.06124807    0.00004574 17860.62058662
1473.74400000    1.23925220  584.01870313    0.00004581 17848.04182376
1478.61700000    1.23943324  587.97124885    0.00004588 17835.47055285
1483.49000000    1.23961432  591.91888900    0.00004595 17822.90677009
1488.36300000    1.23979545  595.86162736    0.00004601 17810.35047170
1493.23600000    1.23997662  599.79946771    0.00004608 17797.80165389
1498.10900000    1.24015783  603.73241383    0.00004615 17785.26031287
1502.98200000    1.24033909  607.66046949    0.00004622 17772.72644487
1507.85500000    1.24052040  611.58363847    0.00004629 17760.20004610
1512.72800000    1.24070175  615.50192452    0.00004636 17747.68111277
1517.60100000    1.24088314  619.41533143    0.00004643 17735.16964112
1522.47400000    1.24106459  623.32386296    0.00004650 17722.66562736
1527.34700000    1.24124607  627.22752286    0.00004657 17710.16906772
1532.22000000    1.24142760  631.12631490    0.00004664 17697.67995843
1537.09300000    1.24160918  635.02024284    0.00004671 17685.19829571
1541.96600000    1.24179080  638.90931044    0.00004678 17672.72407579
1546.83900000    1.24197247  642.79352145    0.00004685 17660.25729491
1551.71200000    1.24215418  646.67287962    0.00004692 17647.79794930
1556.58500000    1.24233594  650.54738871    0.00004699 17635.34603519
1561.45800000    1.24251774  654.41705246    0.00004706 17622.90154882
1566.33100000    1.24269959  658.28187463    0.00004713 17610.46448643
1571.20400000    1.24288148  662.14185894    0.00004720 17598.03484425
1576.07700000    1.24306342  665.99700915    0.00004727 17585.61261853
1580.95000000    1.24324540  669.84732900    0.00004734 17573.19780551
1585.82300000    1.24342743  673.69282222    0.00004741 17560.79040143
1590.69600000    1.24360950  677.53349255    0.00004749 17548.39040254
1595.56900000    1.24379162  681.36934373    0.00004756 17535.99780510
1600.44200000    1.24397378  685.20037948    0.00004763 17523.61260534
1605.31500000    1.24415599  689.02660354    0.00004770 17511.23479952
1610.18800000    1.24433825  692.84801963    0.00004777 17498.86438388
1615.06100000    1.24452055  696.66463148    0.00004784 17486.50135470
1619.93400000    1.24470289  700.47644281    0.00004792 17474.14570822
1624.80700000    1.24488529  704.28345734    0.00004799 17461.79744069
1629.68000000    1.24506772  708.08567879    0.00004806 17449.45654838
1634.55300000    1.24525020  711.88311089    0.00004813 17437.12302755
1639.42600000    1.24543273  715.67575733    0.00004821 17424.79687446
1644.29900000    1.24561530  719.46362184    0.00004828 17412.47808538
1649.17200000    1.24579792  723.24670813    0.00004835 17400.16665656
1654.04500000    1.24598059  727.02501991    0.00004843 17387.86258428
1658.91800000    1.24616330  730.79856087    0.00004850 17375.56586481
1663.79100000    1.24634605  734.56733474    0.00004857 17363.27649442
1668.66400000    1.24652885  738.33134520    0.00004865 17350.99446937
1673.53700000    1.24671170  742.09059596    0.00004872 17338.71978594
1678.41000000    1.24689459  745.84509072    0.00004879 17326.45244041
1683.28300000    1.24707753  749.59483317    0.00004887 17314.19242906
1688.15600000    1.24726051  753.33982701    0.00004894 17301.93974816
1693.02900000    1.24744354  757.08007593    0.00004902 17289.69439399
1697.90200000    1.24762661  760.81558361    0.00004909 17277.45636283
1702.77500000    1.24780973  764.54635376    0.00004917 17265.22565098
1707.64800000    1.24799289  768.27239004    0.00004924 17253.00225470
1712.52100000    1.24817611  771.99369615    0.00004932 17240.78617030
1717.39400000    1.24835936  775.71027577    0.00004939 17228.57739405
1722.26700000    1.24854266  779.42213257    0.00004947 17216.37592225
1727.14000000    1.24872601  783.12927024    0.00004954 17204.18175119
1732.01300000    1.24890941  786.83169245    0.00004962 17191.99487716
1736.88600000    1.24909284  790.52940286    0.00004969 17179.81529646
1741.75900000    1.24927633  794.22240516    0.00004977 17167.64300538
1746.63200000    1.24945986  797.91070302    0.00004985 17155.47800022
1751.50500000    1.24964344  801.59430009    0.00004992 17143.32027728
1756.37800000    1.24982706  805.27320005    0.00005000 17131.16983286
1761.25100000    1.25001073  808.94740655    0.00005007 17119.02666327
1766.12400000    1.25019444  812.61692326    0.00005015 17106.89076480
1770.99700000    1.25037820  816.28175383    0.00005023 17094.76213377
1775.87000000    1.25056201  819.94190193    0.00005030 17082.64076648
1780.74300000    1.25074586  823.59737120    0.00005038 17070.52665924
1785.61600000    1.25092976  827.24816530    0.00005046 17058.41980836
1790.48900000    1.25111370  830.89428789    0.00005054 17046.32021015
1795.36200000    1.25129769  834.53574259    0.00005061 17034.22786093
1800.23500000    1.25148173  838.17253308    0.00005069 17022.14275702
1805.10800000    1.25166581  841.80466298    0.00005077 17010.06489472
1809.98100000    1.25184993  845.43213593    0.00005085 16997.99427037
1814.85400000    1.25203411  849.05495559    0.00005092 16985.93088027
1819.72700000    1.25221833  852.67312559    0.00005100 16973.87472075
1824.60000000    1.25240259  856.28664956    0.00005108 16961.82578814
1829.47300000    1.25258690  859.89553114    0.00005116 16949.78407876
1834.34600000    1.25277126  863.49977395    0.00005124 16937.74958894
1839.21900000    1.25295566  867.09938163    0.00005132 16925.72231500
1844.09200000    1.25314011  870.69435781    0.00005140 16913.70225327
1848.96500000    1.25332461  874.28470611    0.00005148 16901.68940009
1853.83800000    1.25350915  877.87043016    0.00005155 16889.68375179
1858.71100000    1.25369374  881.45153357    0.00005163 16877.68530471
1863.58400000    1.25387837  885.02801997    0.00005171 16865.69405517
1868.45700000    1.25406305  888.59989297    0.00005179 16853.70999952
1873.33000000    1.25424778  892.16715619    0.00005187 16841.73313410
1878.20300000    1.25443255  895.72981324    0.00005195 16829.76345525
1883.07600000    1.25461737  899.28786773    0.00005203 16817.80095932
1887.94900000    1.25480223  902.84132327    0.00005211 16805.84564263
1892.82200000    1.25498714  906.39018347    0.00005219 16793.89750155
1897.69500000    1.25517210  909.93445193    0.00005228 16781.95653242
1902.56800000    1.25535710  913.47413227    0.00005236 16770.02273159
1907.44100000    1.25554215  917.00922806    0.00005244 16758.09609540
1912.31400000    1.25572725  920.53974293    0.00005252 16746.17662022
1917.18700000    1.25591239  924.06568045    0.00005260 16734.26430239
1922.06000000    1.25609758  927.58704423    0.00005268 16722.35913827
1926.93300000    1.25628281  931.10383787    0.00005276 16710.46112422
1931.80600000    1.25646810  934.61606494    0.00005285 16698.57025659
1936.67900000    1.25665342  938.12372904    0.00005293 16686.68653175
1941.55200000    1.25683880  941.62683376    0.00005301 16674.80994606
1946.42500000    1.25702422  945.12538268    0.00005309 16662.94049588
1951.29800000    1.25720968  948.61937938    0.00005317 16651.07817758
1956.17100000    1.25739520  952.10882744    0.00005326 16639.22298751
1961.04400000    1.25758076  955.59373044    0.00005334 16627.37492206
1965.91700000    1.25776636  959.07409196    0.00005342 16615.53397759
1970.79000000    1.25795202  962.54991558    0.00005351 16603.70015047
1975.66300000    1.25813771  966.02120485    0.00005359 16591.87343707
1980.53600000    1.25832346  969.48796336    0.00005367 16580.05383378
1985.40900000    1.25850925  972.95019468    0.00005376 16568.24133696
1990.28200000    1.25869509  976.40790236    0.00005384 16556.43594299
1995.15500000    1.25888098  979.86108997    0.00005392 16544.63764825
2000.02800000    1.25906691  983.30976108    0.00005401 16532.84644912
2004.90100000    1.25925289  986.75391924    0.00005409 16521.06234199
2009.77400000    1.25943891  990.19356802    0.00005418 16509.28532323
2014.64700000    1.25962498  993.62871096    0.00005426 16497.51538924
2019.52000000    1.25981110  997.05935163    0.00005435 16485.75253640
2024.39300000    1.25999726 1000.48549357    0.00005443 16473.99676110
2029.26600000    1.26018348 1003.90714033    0.00005452 16462.24805973
2034.13900000    1.26036973 1007.32429547    0.00005460 16450.50642868
2039.01200000    1.26055604 1010.73696252    0.00005469 16438.77186435
2043.88500000    1.26074239 1014.14514504    0.00005477 16427.04436312
2048.75800000    1.26092879 1017.54884656    0.00005486 16415.32392140
2053.63100000    1.26111523 1020.94807062    0.00005495 16403.61053559
2058.50400000    1.26130172 1024.34282076    0.00005503 16391.90420208
2063.37700000    1.26148826 1027.73310052    0.00005512 16380.20491727
2068.25000000    1.26167485 1031.11891343    0.00005521 16368.51267757
2073.12300000    1.26186148 1034.50026302    0.00005529 16356.82747938
2077.99600000    1.26204816 1037.87715282    0.00005538 16345.14931911
2082.86900000    1.26223488 1041.24958636    0.00005547 16333.47819317
2087.74200000    1.26242166 1044.61756716    0.00005555 16321.81409796
2092.61500000    1.26260847 1047.98109875    0.00005564 16310.15702989
2097.48800000    1.26279534 1051.34018466    0.00005573 16298.50698538
2102.36100000    1.26298225 1054.69482839    0.00005582 16286.86396085
2107.23400000    1.26316921 1058.04503346    0.00005591 16275.22795269
2112.10700000    1.26335622 1061.39080340    0.00005599 16263.59895734
2116.98000000    1.26354327 1064.73214172    0.00005608 16251.97697122
2121.85300000    1.26373037 1068.06905192    0.00005617 16240.36199073
2126.72600000    1.26391752 1071.40153751    0.00005626 16228.75401231
2131.59900000    1.26410472 1074.72960202    0.00005635 16217.15303237
2136.47200000    1.26429196 1078.05324893    0.00005644 16205.55904734
2141.34500000    1.26447925 1081.37248175    0.00005653 16193.97205365
2146.21800000    1.26466658 1084.68730399    0.00005662 16182.39204772
2151.09100000    1.26485396 1087.99771914    0.00005671 16170.81902599
2155.96400000    1.26504139 1091.30373070    0.00005680 16159.25298488
2160.83700000    1.26522887 1094.60534216    0.00005689 16147.69392083
2165.71000000    1.26541639 1097.90255703    0.00005698 16136.14183028
2170.58300000    1.26560397 1101.19537879    0.00005707 16124.59670964
2175.45600000    1.26579158 1104.48381093    0.00005716 16113.05855537
2180.32900000    1.26597925 1107.76785693    0.00005725 16101.52736391
2185.20200000    1.26616696 1111.04752029    0.00005734 16090.00313169
2190.07500000    1.26635472 1114.32280448    0.00005743 16078.48585515
2194.94800000    1.26654253 1117.59371300    0.00005752 16066.97553074
2199.82100000    1.26673038 1120.86024931    0.00005761 16055.47215490
2204.69400000    1.26691828 1124.12241689    0.00005770 16043.97572408
2209.56700000    1.26710623 1127.38021922    0.00005780 16032.48623473
2214.44000000    1.26729422 1130.63365978    0.00005789 16021.00368330
2219.31300000    1.26748227 1133.88274203    0.00005798 16009.52806623
2224.18600000    1.26767036 1137.12746945    0.00005807 15998.05937999
2229.05900000    1.26785849 1140.36784549    0.00005817 15986.59762102
2233.93200000    1.26804668 1143.60387364    0.00005826 15975.14278578
2238.80500000    1.26823491 1146.83555734    0.00005835 15963.69487073
2243.67800000    1.26842319 1150.06290007    0.00005845 15952.25387232
2248.55100000    1.26861152 1153.28590527    0.00005854 15940.81978703
2253.42400000    1.26879989 1156.50457642    0.00005863 15929.39261130
2258.29700000    1.26898831 1159.71891695    0.00005873 15917.97234161
2263.17000000    1.26917678 1162.92893034    0.00005882 15906.55897441
2268.04300000    1.26936530 1166.13462002    0.00005891 15895.15250618
2272.91600000    1.26955386 1169.33598945    0.00005901 15883.75293338
2277.78900000    1.26974247 1172.53304208    0.00005910 15872.36025248
2282.66200000    1.26993113 1175.72578135    0.00005920 15860.97445995
2287.53500000    1.27011984 1178.91421070    0.00005929 15849.59555227
2292.40800000    1.27030859 1182.09833358    0.00005939 15838.22352592
2297.28100000    1.27049739 1185.27815342    0.00005948 15826.85837735
2302.15400000    1.27068624 1188.45367367    0.00005958 15815.50010307
2307.02700000    1.27087513 1191.62489775    0.00005968 15804.14869953
2311.90000000    1.27106408 1194.79182911    0.00005977 15792.80416323
2316.77300000    1.27125307 1197.95447117    0.00005987 15781.46649064
2321.64600000    1.27144211 1201.11282737    0.00005996 15770.13567825
2326.51900000    1.27163119 1204.26690112    0.00006006 15758.81172255
2331.39200000    1.27182033 1207.41669587    0.00006016 15747.49462001
2336.26500000    1.27200951 1210.56221502    0.00006025 15736.18436714
2341.13800000    1.27219874 1213.70346201    0.00006035 15724.88096041
2346.01100000    1.27238802 1216.84044024    0.00006045 15713.58439632
2350.88400000    1.27257734 1219.97315315    0.00006055 15702.29467137
2355.75700000    1.27276671 1223.10160414    0.00006064 15691.01178204
2360.63000000    1.27295613 1226.22579664    0.00006074 15679.73572483
2365.50300000    1.27314560 1229.34573404    0.00006084 15668.46649624
2370.37600000    1.27333512 1232.46141976    0.00006094 15657.20409277
2375.24900000    1.27352468 1235.57285722    0.00006104 15645.94851093
2380.12200000    1.27371429 1238.68004981    0.00006114 15634.69974720
2384.99500000    1.27390395 1241.78300094    0.00006124 15623.45779809
2389.86800000    1.27409365 1244.88171400    0.00006134 15612.22266012
2394.74100000    1.27428341 1247.97619241    0.00006143 15600.99432978
2399.61400000    1.27447321 1251.06643956    0.00006153 15589.77280359
2404.48700000    1.27466306 1254.15245885    0.00006163 15578.55807805
2409.36000000    1.27485296 1257.23425366    0.00006173 15567.35014967
2414.23300000    1.27504291 1260.31182740    0.00006184 15556.14901497
2419.10600000    1.27523290 1263.38518344    0.00006194 15544.95467047
2423.97900000    1.27542294 1266.45432519    0.00006204 15533.76711267
2428.85200000    1.27561303 1269.51925602    0.00006214 15522.58633810
2433.72500000    1.27580317 1272.57997933    0.00006224 15511.41234327
2438.59800000    1.27599335 1275.63649848    0.00006234 15500.24512470
2443.47100000    1.27618359 1278.68881687    0.00006244 15489.08467892
2448.34400000    1.27637387 1281.73693788    0.00006254 15477.93100245
2453.21700000    1.27656420 1284.78086487    0.00006265 15466.78409182
2458.09000000    1.27675457 1287.82060122    0.00006275 15455.64394354
2462.96300000    1.27694500 1290.85615031    0.00006285 15444.51055415
2467.83600000    1.27713547 1293.88751551    0.00006295 15433.38392018
2472.70900000    1.27732600 1296.91470018    0.00006306 15422.26403816
2477.58200000    1.27751657 1299.93770769    0.00006316 15411.15090462
2482.45500000    1.27770718 1302.95654141    0.00006326 15400.04451609
2487.32800000    1.27789785 1305.97120469    0.00006337 15388.94486912
2492.20100000    1.27808856 1308.98170091    0.00006347 15377.85196023
2497.07400000    1.27827933 1311.98803342    0.00006357 15366.76578597
2501.94700000    1.27847014 1314.99020557    0.00006368 15355.68634288
2506.82000000    1.27866099 1317.98822073    0.00006378 15344.61362749
2511.69300000    1.27885190 1320.98208223    0.00006389 15333.54763635
2516.56600000    1.27904286 1323.97179345    0.00006399 15322.48836601
2521.43900000    1.27923386 1326.95735772    0.00006410 15311.43581301
2526.31200000    1.27942491 1329.93877839    0.00006420 15300.38997391
2531.18500000    1.27961601 1332.91605880    0.00006431 15289.35084523
2536.05800000    1.27980716 1335.88920231    0.00006441 15278.31842355
2540.93100000    1.27999836 1338.85821225    0.00006452 15267.29270541
2545.80400000    1.28018960 1341.82309196    0.00006463 15256.27368737
2550.67700000    1.28038089 1344.78384478    0.00006473 15245.26136597
2555.55000000    1.28057224 1347.74047405    0.00006484 15234.25573779
2560.42300000    1.28076362 1350.69298309    0.00006495 15223.25679936
2565.29600000    1.28095506 1353.64137524    0.00006505 15212.26454727
2570.16900000    1.28114655 1356.58565383    0.00006516 15201.27897806
2575.04200000    1.28133808 1359.52582219    0.00006527 15190.30008829
2579.91500000    1.28152967 1362.46188364    0.00006538 15179.32787454
2584.78800000    1.28172130 1365.39384151    0.00006549 15168.36233337
2589.66100000    1.28191298 1368.32169912    0.00006559 15157.40346135
2594.53400000    1.28210471 1371.24545979    0.00006570 15146.45125504
2599.40700000    1.28229649 1374.16512684    0.00006581 15135.50571102
2604.28000000    1.28248831 1377.08070358    0.00006592 15124.56682585
2609.15300000    1.28268019 1379.99219333    0.00006603 15113.63459612
2614.02600000    1.28287211 1382.89959940    0.00006614 15102.70901839
2618.89900000    1.28306408 1385.80292510    0.00006625 15091.79008924
2623.77200000    1.28325610 1388.70217375    0.00006636 15080.87780525
2628.64500000    1.28344817 1391.59734863    0.00006647 15069.97216300
2633.51800000    1.28364029 1394.48845307    0.00006658 15059.07315906
2638.39100000    1.28383245 1397.37549036    0.00006669 15048.18079004
2643.26400000    1.28402467 1400.25846381    0.00006680 15037.29505249
2648.13700000    1.28421693 1403.13737671    0.00006691 15026.41594302
2653.01000000    1.28440924 1406.01223236    0.00006702 15015.54345820
2657.88300000    1.28460160 1408.88303406    0.00006714 15004.67759463
2662.75600000    1.28479401 1411.74978510    0.00006725 14993.81834890
2667.62900000    1.28498647 1414.61248876    0.00006736 14982.96571759
2672.50200000    1.28517898 1417.47114835    0.00006747 14972.11969730
2677.37500000    1.28537153 1420.32576714    0.00006759 14961.28028463
2682.24800000    1.28556414 1423.17634842    0.00006770 14950.44747617
2687.12100000    1.28575679 1426.02289548    0.00006781 14939.62126851
2691.99400000    1.28594949 1428.86541159    0.00006793 14928.80165826
2696.86700000    1.28614224 1431.70390005    0.00006804 14917.98864202
2701.74000000    1.28633504 1434.53836411    0.00006815 14907.18221639
2706.61300000    1.28652789 1437.36880707    0.00006827 14896.38237796
2711.48600000    1.28672079 1440.19523220    0.00006838 14885.58912335
2716.35900000    1.28691373 1443.01764276    0.00006850 14874.80244917
2721.23200000    1.28710673 1445.83604202    0.00006861 14864.02235201
2726.10500000    1.28729977 1448.65043326    0.00006873 14853.24882850
2730.97800000    1.28749286 1451.46081974    0.00006884 14842.48187523
2735.85100000    1.28768601 1454.26720473    0.00006896 14831.72148883
2740.72400000    1.28787920 1457.06959149    0.00006907 14820.96766590
2745.59700000    1.28807244 1459.86798327    0.00006919 14810.22040306
2750.47000000    1.28826572 1462.66238335    0.00006931 14799.47969693
2755.34300000    1.28845906 1465.45279496    0.00006942 14788.74554413
2760.21600000    1.28865245 1468.23922138    0.00006954 14778.01794127
2765.08900000    1.28884588 1471.02166585    0.00006966 14767.29688498
2769.96200000    1.28903937 1473.80013162    0.00006978 14756.58237188
2774.83500000    1.28923290 1476.57462194    0.00006989 14745.87439859
2779.70800000    1.28942649 1479.34514007    0.00007001 14735.17296174
2784.58100000    1.28962012 1482.11168924    0.00007013 14724.47805796
2789.45400000    1.28981380 1484.87427269    0.00007025 14713.78968387
2794.32700000    1.29000753 1487.63289368    0.00007037 14703.10783611
2799.20000000    1.29020131 1490.38755544    0.00007049 14692.43251130
2804.07300000    1.29039514 1493.13826120    0.00007061 14681.76370608
2808.94600000    1.29058902 1495.88501421    0.00007073 14671.10141709
2813.81900000    1.29078294 1498.62781769    0.00007085 14660.44564095
2818.69200000    1.29097692 1501.36667489    0.00007097 14649.79637432
2823.56500000    1.29117095 1504.10158902    0.00007109 14639.15361381
2828.43800000    1.29136502 1506.83256332    0.00007121 14628.51735609
2833.31100000    1.29155914 1509.55960102    0.00007133 14617.88759778
2838.18400000    1.29175332 1512.28270533    0.00007145 14607.26433553
2843.05700000    1.29194754 1515.00187948    0.00007157 14596.64756599
2847.93000000    1.29214181 1517.71712670    0.00007169 14586.03728581
2852.80300000    1.29233613 1520.42845020    0.00007181 14575.43349162
2857.67600000    1.29253051 1523.13585320    0.00007194 14564.83618008
2862.54900000    1.29272493 1525.83933890    0.00007206 14554.24534785
2867.42200000    1.29291939 1528.53891054    0.00007218 14543.66099156
2872.29500000    1.29311391 1531.23457131    0.00007231 14533.08310789
2877.16800000    1.29330848 1533.92632443    0.00007243 14522.51169347
2882.04100000    1.29350310 1536.61417310    0.00007255 14511.94674497
2886.91400000    1.29369777 1539.29812053    0.00007268 14501.38825905
2891.78700000    1.29389248 1541.97816993    0.00007280 14490.83623237
2896.66000000    1.29408725 1544.65432449    0.00007293 14480.29066158
2901.53300000    1.29428207 1547.32658742    0.00007305 14469.75154335
2906.40600000    1.29447693 1549.99496191    0.00007318 14459.21887434
2911.27900000    1.29467185 1552.65945116    0.00007330 14448.69265122
2916.15200000    1.29486681 1555.32005836    0.00007343 14438.17287066
2921.02500000    1.29506182 1557.97678671    0.00007355 14427.65952932
2925.89800000    1.29525689 1560.62963939    0.00007368 14417.15262388
2930.77100000    1.29545200 1563.27861961    0.00007381 14406.65215100
2935.64400000    1.29564716 1565.92373053    0.00007393 14396.15810736
2940.51700000    1.29584238 1568.56497535    0.00007406 14385.67048963
